loc_rowid,pl_hostname,ra_str,ra,dec_str,dec,st_elon,st_elat,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,duplicate_id,priority,splist,rakane,deckane,elon,elat,sector_0,sector_1,sector_2,sector_3,sector_4,sector_5,sector_6,sector_7,sector_8,sector_9,sector_10,sector_11,sector_12,total_sectors_obsd
3576,TYC 3667-1280-1,00h51m32.96s,12.887344,+58d25m34.2s,58.42616700000001,41.149651,47.325058,312545949,12.887352,58.426165000000005,25.0548,-7.84894,8.655,STAR,2mass,0.0167102974571739,20180610,0.765933,0.773994,2.31809,0.42433999999999994,10.862,0.043,9.856,0.004,,,,,,,,,,,7.734,0.019,7.246,0.026000000000000002,7.1,0.017,6.986000000000001,0.048,7.087000000000001,0.02,7.037999999999999,0.016,6.98,0.067,9.33225,0.000345996,0.017,5130.0,,3.11712,,,,6.26,,1.87,,GIANT,24.45191,,431.3889,66.7493,,,254,0.01485651,,0.00032512468728123397,knownplanet,12.887344,58.42616700000001,41.14964078252819,47.32506017379268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,HATS-17,12h48m45.55s,192.189799,-47d36m49.3s,-47.613693,212.784754,-38.392624,73717937,192.18979199999998,-47.613693,-33.6911,2.1878,11.685,STAR,2mass,0.0169879722861285,20180610,1.04806,1.0480200000000002,,,13.105,0.086,12.402000000000001,0.057,,,,,,,,,,,11.082,0.023,10.837,0.022000000000000002,10.698,0.021,10.696,0.022000000000000002,10.752,0.02,10.725,0.075,9.328,,12.1313,0.00036791199999999997,0.018000000000000002,5846.0,,4.41665,,,,1.09,,1.13,,DWARF,1.25021,,368.912,,0.1324,,121,0.1250529,,0.000639139024564942,knownplanet,192.189799,-47.613693,212.78474710161325,-38.39262433276892,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1905,Kepler-1574,19h28m38.08s,292.158664,+49d38m15.9s,49.63776,314.657559,69.664028,26583108,292.15866,49.637764000000004,-9.68378,9.01858,14.562000000000001,STAR,2mass,0.0171560084520524,20180610,2.12242,2.12242,,,15.825,0.046,15.187999999999999,0.195,,,,,,,,,,,13.972000000000001,0.028999999999999998,13.672,0.036000000000000004,13.679,0.057999999999999996,13.584000000000001,0.025,13.636,0.027999999999999997,12.7,,9.66,,14.998,0.00153224,0.02,5892.0,,4.39689,,,,1.08,,1.06,,DWARF,1.266465,,1527.67,,,,123,0.04291695,,0.00014391781304796998,knownplanet,292.158664,49.63776,314.6575538192476,69.6640165125888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,Kepler-1317,19h26m26.85s,291.611881,+42d06m57.5s,42.115971,306.742998,62.82524300000001,63005467,291.61188599999997,42.115968,10.499,-6.581589999999999,14.57,STAR,2mass,0.0171732721966499,20180610,2.1118799999999998,2.1118799999999998,,,15.909,0.043,15.083,0.115,,,,,,,,,,,13.822000000000001,0.025,13.315999999999999,0.025,13.309000000000001,0.040999999999999995,13.225999999999999,0.025,13.296,0.03,12.304,,9.39,,15.1249,0.00164528,0.018000000000000002,5144.0,,4.56225,,,,0.79,,0.83,,DWARF,0.3936885,,,,,,162,0.2150382,,0.000191753124258805,knownplanet,291.611881,42.115971,306.7429976699996,62.82523160839913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,Kepler-481,19h27m37.69s,291.90703199999996,+49d15m43.4s,49.262054,313.77612,69.394042,26541093,291.90702799999997,49.262058,-9.34348,8.91648,13.296,STAR,2mass,0.0171951147187353,20180610,2.12242,2.12242,,,14.662,0.016,14.054,0.149,,,,,,,,,,,12.724,0.022000000000000002,12.4,0.018000000000000002,12.383,0.025,12.247,0.022000000000000002,12.3,0.022000000000000002,12.335999999999999,0.23,9.484,,13.7192,0.00078689,0.018000000000000002,5802.0,,4.3679,,,,1.09,,1.01,,DWARF,1.2129940000000001,,709.6210000000001,,,,110,0.5016366,,0.000373153680047501,knownplanet,291.90703199999996,49.262054,313.7761149402036,69.39403086079695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3633,WASP-17,15h59m50.95s,239.962306,-28d03m42.2s,-28.061733,243.552893,-7.338551,66818296,239.962303,-28.061737,-6.599819999999999,-8.484689999999999,11.0,STAR,2mass,0.0172681169202021,20180610,1.55664,0.773997,2.57052,0.314508,11.825999999999999,0.19,11.588,0.015,,,,,,,,,,,10.509,0.027000000000000003,10.319,0.024,10.224,0.027000000000000003,10.197000000000001,0.024,10.225,0.02,10.093,0.078,8.805,,11.3614,0.000345996,0.019,6650.0,,4.1639,,-0.07,0.1,1.57,,1.31,,DWARF,4.342908,,389.0263,65.7797,0.141943,,136,0.02251898,,0.00044955919012718606,knownplanet,239.962306,-28.061733,243.55289379407304,-7.338556676403653,0,0,0,0,0,0,0,0,0,0,1,0,0,1
357,HD 133131 B,15h03m35.81s,225.8992,-27d50m27.6s,-27.840994,231.30944,-10.130828999999999,440955225,225.89919700000002,-27.84099,159.09,-139.39,7.81,STAR,2mass,0.0172788884748829,20180610,2.0,2.0,22.71,1.49,9.031,0.033,8.413,0.002,,,,,,,,,,,7.255,0.024,6.922999999999999,0.042,6.896,0.026000000000000002,,,,,,,,,8.22074,0.000345996,0.018000000000000002,5805.0,,,,,,,,0.93,,DWARF,,,44.0335,,0.145019,,71,0.9424366,,0.0,knownplanet,225.8992,-27.840994,231.3094399777442,-10.130833623779184,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1035,K2-53,16h16m34.04s,244.14181499999998,-20d24m01.9s,-20.400534,245.86802200000002,0.8985799999999999,49652731,244.141819,-20.400537,-6.20338,-3.1511099999999996,11.292,STAR,2mass,0.017285947536646997,20180610,3.13917,2.82921,,,13.472999999999999,0.008,12.634,0.057,,,,,,,,,,,10.306,0.024,9.826,0.024,9.664,0.021,9.579,0.022000000000000002,9.577,0.018000000000000002,9.681000000000001,0.062,8.474,,12.014000000000001,0.000348263,0.018000000000000002,5269.0,,4.49867,,,,0.85,,0.83,,GIANT,0.5017015,,,,0.684339,,94,0.2499686,,0.0,knownplanet,244.14181499999998,-20.400534,245.86802394630587,0.8985735677121336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,Kepler-698,19h14m02.40s,288.509997,+41d18m06.4s,41.301769,301.378357,62.739061,121729607,288.509992,41.301766,-10.8512,-5.91559,14.872,STAR,2mass,0.0173059229871576,20180610,2.1171900000000003,2.1171900000000003,,,16.042,0.045,15.716,0.217,,,,,,,,,,,14.255,0.03,13.87,0.037000000000000005,13.799000000000001,0.05,13.702,0.025,13.72,0.03,12.868,0.542,8.946,,15.3289,0.00184926,0.02,5612.0,,4.493469999999999,,,,0.91,,0.94,,DWARF,0.740028,,1213.81,,,,153,0.19145720000000002,,0.00011942612709179499,knownplanet,288.509997,41.301769,301.3783582849593,62.739049943439205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,HATS-8,19h39m46.02s,294.941746,-25d44m53.9s,-25.748317999999998,292.38712599999997,-4.226743,96847781,294.94174300000003,-25.748322,-7.769019999999999,-9.56236,13.753,STAR,2mass,0.0173777942288729,20180610,2.00705,2.00706,,,15.939,0.043,14.512,0.069,,,,,,,,,,,13.097999999999999,0.024,12.779000000000002,0.028999999999999998,12.661,0.033,12.642999999999999,0.023,12.671,0.026000000000000002,11.751,,8.748,,14.2395,0.00102256,0.018000000000000002,5679.0,,4.38888,,,,1.09,,1.06,,DWARF,1.113359,,789.7669999999999,,0.1115,,111,0.1886109,,0.0,knownplanet,294.941746,-25.748317999999998,292.3871273480461,-4.226754346113348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,Kepler-1601,19h02m03.11s,285.512943,+38d04m47.1s,38.079747999999995,295.044967,60.177358,120571308,285.512937,38.079747,-12.1746,11.5692,13.171,STAR,2mass,0.0173794483444648,20180610,2.19696,2.19696,,,14.472000000000001,0.065,13.842,0.126,,,,,,,,,,,12.602,0.02,12.311,0.021,12.216,0.022000000000000002,12.187000000000001,0.023,12.235999999999999,0.022000000000000002,12.061,0.24100000000000002,9.234,,13.5925,0.000739263,0.017,5869.0,,4.39669,,,,1.07,,1.04,,DWARF,1.2238229999999999,,860.99,,,,137,0.08896418,,0.000364746257010816,knownplanet,285.512943,38.079747999999995,295.04497061122436,60.177346145088364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,Kepler-1315,19h43m17.15s,295.821448,+46d03m10.9s,46.053028999999995,316.50940499999996,65.376159,271881331,295.821441,46.053028999999995,15.3287,1.6235,14.192,STAR,2mass,0.0174886060221898,20180610,2.1019200000000002,2.1019200000000002,,,16.253,0.069,15.133,0.069,,,,,,,,,,,13.33,0.03,12.808,0.032,12.684000000000001,0.031,12.498,0.024,12.548,0.023,12.102,0.212,9.127,,14.8281,0.00139547,0.02,4861.0,,4.5914,,,,0.75,,0.8,,DWARF,0.2829565,,492.63699999999994,,,,200,2.9195729999999998,,0.000252900319040296,knownplanet,295.821448,46.053028999999995,316.5094008679824,65.37614825491175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,Kepler-979,20h01m29.11s,300.371281,+46d24m29.8s,46.408276,323.527829,64.308332,239285770,300.371277,46.408272,-11.965,-12.0383,13.979000000000001,STAR,2mass,0.0174912934241393,20180610,2.1118799999999998,2.1118799999999998,,,15.927999999999999,0.043,14.882,0.126,,,,,,,,,,,13.257,0.023,12.794,0.027000000000000003,12.732000000000001,0.032,12.649000000000001,0.023,12.706,0.024,12.909,,9.294,,14.5134,0.00117908,0.018000000000000002,5310.0,,4.53979,,,,0.83,,0.87,,DWARF,0.4934339,,,,,,198,0.07900179,,0.000306049530860963,knownplanet,300.371281,46.408276,323.52782153808386,64.30832175471922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,Kepler-1072,19h28m10.65s,292.04438,+46d19m44.5s,46.329025,310.870631,66.667467,63072565,292.044376,46.329021000000004,-8.16152,-10.5413,13.375,STAR,2mass,0.0174994811013066,20180610,2.15493,2.15493,,,14.662,0.035,13.972000000000001,0.149,,,,,,,,,,,12.852,0.021,12.604000000000001,0.018000000000000002,12.565999999999999,0.027999999999999997,12.458,0.023,12.53,0.023,12.367,0.265,8.946,,13.761,0.0008033739999999999,0.018000000000000002,6199.0,,4.27646,,,,1.32,,1.2,,DWARF,2.318084,,1103.73,,,,139,0.03852345,,0.000262449488285571,knownplanet,292.04438,46.329025,310.870628641394,66.66745534342736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,Kepler-675,19h35m20.00s,293.833326,+50d13m49.3s,50.230354,318.19881200000003,69.711312,27006665,293.833332,50.230357,13.3654,5.994759999999999,14.620999999999999,STAR,2mass,0.0175375423302965,20180610,2.12242,2.12242,,,16.563,0.07200000000000001,15.605,0.08,,,,,,,,,,,13.81,0.022000000000000002,13.3,0.023,13.195,0.037000000000000005,13.220999999999998,0.024,13.305,0.026000000000000002,12.658,,9.441,,15.2211,0.00173775,0.018000000000000002,4945.0,,4.58593,,,,0.75,,0.79,,DWARF,0.3030277,,,,,,123,0.07519492,,0.000236233409008873,knownplanet,293.833326,50.230354,318.19880477848614,69.71130093739637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Kepler-1575,19h34m58.38s,293.74325,+45d45m41.7s,45.761596999999995,313.02960099999996,65.691561,270699185,293.743246,45.761593,-7.99268,-8.781880000000001,14.873,STAR,2mass,0.0175580187801962,20180610,2.15369,2.1537,,,15.937999999999999,0.069,15.53,0.24,,,,,,,,,,,14.267999999999999,0.031,13.870999999999999,0.028999999999999998,13.828,0.052000000000000005,13.8,0.027000000000000003,13.809000000000001,0.031,12.55,,9.545,,15.3206,0.00184036,0.02,5667.0,,4.488580000000001,,,,0.92,,0.95,,DWARF,0.7864719,,1233.63,,,,150,1.392758,,0.000119003518459049,knownplanet,293.74325,45.761596999999995,313.029597282786,65.69154942049639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Kepler-163,19h40m00.68s,295.002819,+46d59m14.4s,46.987328000000005,316.213542,66.46041899999999,271355638,295.002812,46.987327,-14.0694,-3.19503,13.82,STAR,2mass,0.0175633436718953,20180610,2.08649,2.0865400000000003,,,15.487,0.02,14.467,0.08,,,,,,,,,,,13.194,0.025,12.85,0.023,12.784,0.027000000000000003,12.735,0.023,12.783,0.024,12.967,0.387,9.714,,14.2835,0.00104598,0.018000000000000002,5776.0,,4.493119999999999,,,,0.92,,0.96,,DWARF,0.8487486999999999,,935.201,,,,155,0.09360541,,0.00031257577968426604,knownplanet,295.002819,46.987328000000005,316.2135368512941,66.4604076531104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,Kepler-163,19h40m00.68s,295.002819,+46d59m14.4s,46.987328000000005,316.213542,66.46041899999999,271355638,295.002812,46.987327,-14.0694,-3.19503,13.82,STAR,2mass,0.0175633436718953,20180610,2.08649,2.0865400000000003,,,15.487,0.02,14.467,0.08,,,,,,,,,,,13.194,0.025,12.85,0.023,12.784,0.027000000000000003,12.735,0.023,12.783,0.024,12.967,0.387,9.714,,14.2835,0.00104598,0.018000000000000002,5776.0,,4.493119999999999,,,,0.92,,0.96,,DWARF,0.8487486999999999,,935.201,,,,155,0.09360541,,0.00031257577968426604,knownplanet,295.002819,46.987328000000005,316.2135368512941,66.4604076531104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,K2-231,19h16m22.04s,289.091827,-15d46m16.0s,-15.771107999999998,288.46811099999996,6.452531,130538732,289.091831,-15.771111,-0.456822,-24.9869,11.965,STAR,2mass,0.0175693424003695,20180610,1.00881,1.00883,,,13.5,0.026000000000000002,12.767999999999999,0.10300000000000001,,,,,,,,,,,11.294,0.024,11.004000000000001,0.026000000000000002,10.859000000000002,0.023,10.765999999999998,0.022000000000000002,10.812999999999999,0.02,10.935,0.133,8.343,,12.4617,0.000429684,0.018000000000000002,6781.0,202.0,4.18927,1.8569900000000001,,,1.60697,1.48032,1.4549809999999999,0.338441,DWARF,4.919109,4.919109,542.738,,,,285,0.39786209999999994,,2.1150246484585e-05,planetcandidate,289.091827,-15.771107999999998,288.46811318602784,6.452519877338051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,Kepler-393,19h23m58.86s,290.995257,+45d11m32.0s,45.192215000000004,308.150565,65.873541,159580535,290.995253,45.192211,-8.66639,-8.83516,12.777999999999999,STAR,2mass,0.0176165933649136,20180610,1.72227,1.72228,,,14.107000000000001,,13.258,0.10300000000000001,,,,,,,,,,,12.325,0.023,12.087,0.021,11.995,0.017,12.002,0.064,12.029000000000002,0.057999999999999996,12.023,,9.277000000000001,,13.1096,0.000584741,0.018000000000000002,6189.0,,4.27924,,,,1.38,,1.32,,DWARF,2.517299,,,,,,145,1.137569,,0.000305643501640023,knownplanet,290.995257,45.192215000000004,308.15056407969354,65.8735297588463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,Kepler-393,19h23m58.86s,290.995257,+45d11m32.0s,45.192215000000004,308.150565,65.873541,159580535,290.995253,45.192211,-8.66639,-8.83516,12.777999999999999,STAR,2mass,0.0176165933649136,20180610,1.72227,1.72228,,,14.107000000000001,,13.258,0.10300000000000001,,,,,,,,,,,12.325,0.023,12.087,0.021,11.995,0.017,12.002,0.064,12.029000000000002,0.057999999999999996,12.023,,9.277000000000001,,13.1096,0.000584741,0.018000000000000002,6189.0,,4.27924,,,,1.38,,1.32,,DWARF,2.517299,,,,,,145,1.137569,,0.000305643501640023,knownplanet,290.995257,45.192215000000004,308.15056407969354,65.8735297588463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2747,Kepler-452,19h44m00.89s,296.003688,+44d16m39.2s,44.277561,315.111161,63.7005,272174474,296.003692,44.277565,9.50335,10.1745,12.866,STAR,2mass,0.0177102880743156,20180610,2.10195,2.10467,,,14.505,0.087,13.54,0.08,,,,,,,,,,,12.263,0.021,11.919,0.019,11.852,0.016,11.802,0.023,11.85,0.021,11.809000000000001,0.159,9.42,,13.3133,0.000645117,0.018000000000000002,5757.0,,4.36482,,0.18,0.1,1.11,,1.04,,DWARF,1.219342,,591.313,,,,224,0.1416245,,0.000460128977043484,knownplanet,296.003688,44.277561,315.11115726140395,63.700489326174896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,Kepler-1062,18h55m35.86s,283.899402,+41d13m17.8s,41.221607,293.898352,63.51227900000001,120043084,283.899408,41.221609,13.0489,3.3871900000000004,13.97,STAR,2mass,0.0177707161194304,20180610,2.11659,2.1166,,,16.521,,15.095,0.046,18.3814,0.0168907,15.8668,0.00351677,14.7427,0.00270653,14.3254,0.0028223000000000002,14.097999999999999,0.00412945,13.025,0.023,12.444,0.022000000000000002,12.333,0.023,12.162,0.022000000000000002,12.205,0.023,12.187000000000001,0.21600000000000003,8.876,,14.6645,0.00127751,0.018000000000000002,4597.0,,4.62329,,,,0.7,,0.75,,GIANT,0.1971464,,,,,,90,0.01162491,,0.00039349392828489304,knownplanet,283.899402,41.221607,293.898356659389,63.51226760015674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,Kepler-1375,19h45m10.45s,296.293558,+43d24m11.8s,43.403267,314.782021,62.813839,272269239,296.29355400000003,43.403263,-8.13827,-10.0107,13.217,STAR,2mass,0.0177993195363178,20180610,2.1019099999999997,2.1019200000000002,,,14.433,0.021,13.864,0.126,,,,,,,,,,,12.66,0.02,12.459000000000001,0.022000000000000002,12.362,0.018000000000000002,12.3,0.023,12.334000000000001,0.022000000000000002,12.368,0.231,9.472999999999999,,13.6296,0.000752854,0.017,6704.0,,4.10491,,,,1.78,,1.47,,DWARF,5.765948000000001,,1358.91,,,,250,0.545679,,0.000161592145799513,knownplanet,296.293558,43.403267,314.78201783470655,62.8138277799549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,Kepler-260,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,304.654687,58.843827000000005,137348863,291.925967,38.014119,6.091019999999999,-7.29742,13.54,STAR,2mass,0.0178256518567217,20180610,2.18012,2.18033,,,14.652000000000001,0.066,14.253,0.069,16.4332,0.00685032,14.9118,0.00348308,14.8396,0.010184799999999999,14.115,0.0035838999999999997,14.081,0.0046611000000000005,12.9,0.023,12.54,0.022000000000000002,12.494000000000002,0.026000000000000002,12.414000000000001,0.023,12.491,0.024,12.479000000000001,0.35200000000000004,9.047,,14.0152,0.000912277,0.018000000000000002,5250.0,,4.51391,,,0.21,0.86,,0.88,,DWARF,0.5062078,,731.827,,,,228,0.3466889,,0.00035948443451148997,knownplanet,291.925972,38.014122,304.6546866521229,58.843816281668325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,Kepler-260,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,304.654687,58.843827000000005,137348863,291.925967,38.014119,6.091019999999999,-7.29742,13.54,STAR,2mass,0.0178256518567217,20180610,2.18012,2.18033,,,14.652000000000001,0.066,14.253,0.069,16.4332,0.00685032,14.9118,0.00348308,14.8396,0.010184799999999999,14.115,0.0035838999999999997,14.081,0.0046611000000000005,12.9,0.023,12.54,0.022000000000000002,12.494000000000002,0.026000000000000002,12.414000000000001,0.023,12.491,0.024,12.479000000000001,0.35200000000000004,9.047,,14.0152,0.000912277,0.018000000000000002,5250.0,,4.51391,,,0.21,0.86,,0.88,,DWARF,0.5062078,,731.827,,,,228,0.3466889,,0.00035948443451148997,knownplanet,291.925972,38.014122,304.6546866521229,58.843816281668325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,Kepler-1309,19h54m56.46s,298.735235,+40d45m51.0s,40.764155,316.166382,59.682655000000004,171098231,298.735229,40.764153,-12.9402,-6.38914,15.2,STAR,2mass,0.0178741988047593,20180610,2.1753,2.17539,,,17.171,0.07,16.555,0.027999999999999997,,,,,,,,,,,14.140999999999998,0.033,13.674000000000001,0.038,13.542,0.039,13.349,0.025,13.44,0.028999999999999998,11.713,0.251,9.043,,15.9718,0.00273725,0.02,5235.0,,4.5616699999999994,,,,0.8,,0.85,,DWARF,0.43305340000000003,,,,,,434,1.642104,,9.75378430187201e-05,knownplanet,298.735235,40.764155,316.1663787110412,59.68264427411763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,HAT-P-43,08h35m42.18s,128.925737,+10d12m24.0s,10.206653,128.66003500000002,-8.162499,468987719,128.92574,10.206657,-10.1556,-14.3989,12.712,STAR,2mass,0.0178979764384311,20180610,2.2173599999999998,2.21707,,,14.097999999999999,0.064,13.279000000000002,0.057,15.4753,0.00542525,14.4197,0.00442698,13.2885,0.00171451,13.1945,0.00195184,13.5207,0.00488378,12.145999999999999,0.021,11.809000000000001,0.028999999999999998,11.764000000000001,0.023,11.732000000000001,0.024,11.799000000000001,0.022000000000000002,11.694,0.35,8.767999999999999,,13.1302,0.000590558,0.018000000000000002,5645.0,,4.37683,,,,1.1,,1.05,,DWARF,1.10697,,513.752,,0.033380099999999996,,29,0.04879746,,0.00028573110695211297,knownplanet,128.925737,10.206653,128.66003681003605,-8.162487359159467,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3654,WASP-38,16h15m50.36s,243.95984500000003,+10d01m57.2s,10.032566000000001,239.789898,30.781471000000003,318696424,243.959848,10.03257,-30.4203,-38.8826,8.798,STAR,2mass,0.0179014010853244,20180610,0.716477,0.5727899999999999,7.2584800000000005,0.307218,9.863999999999999,0.049,9.391,0.003,,,,,,,,,,,8.287,0.023,8.106,0.047,7.997999999999999,0.04,7.979,0.025,8.022,0.021,7.992999999999999,0.021,7.867000000000001,0.19,9.17452,0.000345996,0.018000000000000002,6150.0,,4.269909999999999,,0.04,0.1,1.33,,1.2,,DWARF,2.279809,,137.7699,8.150210000000001,0.057219000000000006,,39,0.00042881379999999995,,0.00273438008550709,knownplanet,243.95984500000003,10.032566000000001,239.7899061641789,30.781465949508632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,Kepler-279,19h09m33.89s,287.391224,+42d11m41.4s,42.194835999999995,300.133632,63.825881,158428960,287.39122799999996,42.19484,8.379760000000001,9.34405,13.182,STAR,2mass,0.0179213834560334,20180610,2.11899,2.11899,,,13.73,0.062,13.647,0.08,,,,,,,,,,,12.724,0.021,12.509,0.02,12.509,0.019,12.501,0.027000000000000003,12.507,0.025,12.700999999999999,0.405,9.439,,13.5177,0.0007126360000000001,0.018000000000000002,6363.0,,3.9937400000000003,,,,1.75,,1.1,,DWARF,4.522916,,1096.73,,,,129,0.2534875,,0.000181415412219653,knownplanet,287.391224,42.194835999999995,300.13363446342595,63.825869876704225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,Kepler-279,19h09m33.89s,287.391224,+42d11m41.4s,42.194835999999995,300.133632,63.825881,158428960,287.39122799999996,42.19484,8.379760000000001,9.34405,13.182,STAR,2mass,0.0179213834560334,20180610,2.11899,2.11899,,,13.73,0.062,13.647,0.08,,,,,,,,,,,12.724,0.021,12.509,0.02,12.509,0.019,12.501,0.027000000000000003,12.507,0.025,12.700999999999999,0.405,9.439,,13.5177,0.0007126360000000001,0.018000000000000002,6363.0,,3.9937400000000003,,,,1.75,,1.1,,DWARF,4.522916,,1096.73,,,,129,0.2534875,,0.000181415412219653,knownplanet,287.391224,42.194835999999995,300.13363446342595,63.825869876704225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,Kepler-279,19h09m33.89s,287.391224,+42d11m41.4s,42.194835999999995,300.133632,63.825881,158428960,287.39122799999996,42.19484,8.379760000000001,9.34405,13.182,STAR,2mass,0.0179213834560334,20180610,2.11899,2.11899,,,13.73,0.062,13.647,0.08,,,,,,,,,,,12.724,0.021,12.509,0.02,12.509,0.019,12.501,0.027000000000000003,12.507,0.025,12.700999999999999,0.405,9.439,,13.5177,0.0007126360000000001,0.018000000000000002,6363.0,,3.9937400000000003,,,,1.75,,1.1,,DWARF,4.522916,,1096.73,,,,129,0.2534875,,0.000181415412219653,knownplanet,287.391224,42.194835999999995,300.13363446342595,63.825869876704225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,Kepler-1370,18h58m15.76s,284.565675,+41d46m42.5s,41.778484000000006,295.27594,63.945125,120253552,284.565679,41.778488,8.78936,8.22715,13.206,STAR,2mass,0.0179631420798144,20180610,2.11659,2.11659,,,16.090999999999998,,13.718,0.092,,,,,,,,,,,12.681,0.022000000000000002,12.421,0.022000000000000002,12.349,0.02,12.177999999999999,0.023,12.182,0.022000000000000002,11.752,0.168,8.896,,13.5936,0.0007396410000000001,0.018000000000000002,6202.0,,4.2928,,,,1.29,,1.19,,DWARF,2.2182020000000002,,631.613,,0.0969835,,131,2.9398419999999996,,0.00021010451059069,knownplanet,284.565675,41.778484000000006,295.2759438916446,63.94511376575689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,Kepler-1370,18h58m15.76s,284.565675,+41d46m42.5s,41.778484000000006,295.27594,63.945125,120253552,284.565679,41.778488,8.78936,8.22715,13.206,STAR,2mass,0.0179631420798144,20180610,2.11659,2.11659,,,16.090999999999998,,13.718,0.092,,,,,,,,,,,12.681,0.022000000000000002,12.421,0.022000000000000002,12.349,0.02,12.177999999999999,0.023,12.182,0.022000000000000002,11.752,0.168,8.896,,13.5936,0.0007396410000000001,0.018000000000000002,6202.0,,4.2928,,,,1.29,,1.19,,DWARF,2.2182020000000002,,631.613,,0.0969835,,131,2.9398419999999996,,0.00021010451059069,knownplanet,284.565675,41.778484000000006,295.2759438916446,63.94511376575689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,Kepler-133,19h49m06.71s,297.27797599999997,+48d19m13.2s,48.320328,321.185676,66.97535,28089143,297.27797000000004,48.320331,-12.7074,7.1714199999999995,12.296,STAR,2mass,0.017970615566074,20180610,2.0853099999999998,2.0853099999999998,,,13.798,0.132,12.895999999999999,0.069,,,,,,,,,,,11.68,0.022000000000000002,11.399000000000001,0.017,11.32,0.016,11.26,0.023,11.324000000000002,0.021,11.196,0.10400000000000001,9.48,,12.7523,0.000493015,0.018000000000000002,5736.0,,,,,,1.43,,,,DWARF,1.994359,,671.618,,,,184,0.2514493,,0.00045576992752194404,knownplanet,297.27797599999997,48.320328,321.18566840005076,66.97533915065128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,Kepler-133,19h49m06.71s,297.27797599999997,+48d19m13.2s,48.320328,321.185676,66.97535,28089143,297.27797000000004,48.320331,-12.7074,7.1714199999999995,12.296,STAR,2mass,0.017970615566074,20180610,2.0853099999999998,2.0853099999999998,,,13.798,0.132,12.895999999999999,0.069,,,,,,,,,,,11.68,0.022000000000000002,11.399000000000001,0.017,11.32,0.016,11.26,0.023,11.324000000000002,0.021,11.196,0.10400000000000001,9.48,,12.7523,0.000493015,0.018000000000000002,5736.0,,,,,,1.43,,,,DWARF,1.994359,,671.618,,,,184,0.2514493,,0.00045576992752194404,knownplanet,297.27797599999997,48.320328,321.18566840005076,66.97533915065128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
