RA,DEC,TESSMAG,TEFF,PRIORITY,RADIUS,MASS,CONTRATIO,ECLONG,ECLAT,DIST,TICID,SPEC_LIST
140.65651699999998,50.603729,8.31,5645.0,0.0044642320309600005,0.98,0.97,0.781799479157,125.960553,33.295332,65.2132826015,457134360,knownplanet
125.617512,13.735318,9.012,7454.0,0.0,1.65,1.64,0.004776271504850001,124.635752,-5.524464,193.794024488,6893917,knownplanet
130.344073,18.933907,11.952,4819.0,0.0,0.73,0.8,0.00922425806014,127.762197,0.6263529999999999,,175265494,knownplanet
130.54787,19.27704,11.332,5300.0,0.0,0.83,0.94,0.189823816054,127.859699,1.00756,,175291727,knownplanet
125.420295,13.497557,11.163,5434.0,0.000139735143519,0.95,1.01,0.00277556096426,124.503891,-5.800237,233.221271933,6892385,knownplanet
148.64330900000004,40.388057,9.392,6306.0,0.00169061130557,1.47,1.28,0.00112394011107,136.30807099999998,25.902096,210.53099050400002,67666096,knownplanet
125.76305,-49.20035900000001,15.297,,0.0,,0.07,0.577865962654,154.11101200000004,-64.882327,,388682292,knownplanet
144.926863,-28.585590000000003,12.371,6071.0,0.000169573615368,2.04,1.3,0.0608532727109,159.22623000000004,-39.769292,,315002523,knownplanet
132.829354,11.671018,13.142,6165.0,0.0,,1.14,0.106687234241,131.999358,-5.744466,,437038987,knownplanet
137.453385,53.568229,9.444,4791.0,8.67399180254e-05,10.9,1.5,0.0202521501566,122.435733,35.340895,673.4406240330001,150184553,knownplanet
128.92574,10.206657,12.712,5645.0,0.000285731106952,1.1,1.05,0.0487974593618,128.66003700000002,-8.162495,,468987719,knownplanet
132.75318700000003,11.886528,14.081,5725.0,0.0,,0.96,0.017840142821400003,131.868441,-5.5573,,437034879,knownplanet
132.75335900000002,11.814654,13.947,5780.0,0.0,,1.01,0.7590914562540001,131.888198,-5.6264330000000005,,437034946,knownplanet
132.486753,11.692483,8.562999999999999,4284.0,4.00389685119e-05,21.8,1.35,0.0010903364475,131.668905,-5.814699,1693.66734822,437030651,knownplanet
131.58040400000002,-8.026947999999999,12.149,5959.0,0.000491286693019,0.98,1.08,0.06461642053040001,136.4816,-25.008216,,13349647,knownplanet
130.056041,19.778789,12.11,4695.0,0.0,0.71,0.77,0.16904419651799998,127.282527,1.3731209999999998,,175262071,knownplanet
132.126903,15.655998,13.05,4726.29,0.0,0.73,0.76,0.0013900060721400002,130.26463,-2.09049,,293496724,knownplanet
132.822824,11.756298,8.379,4200.0,0.0,,1.37,0.192341616847,131.969885,-5.6641330000000005,629.517867222,437039060,knownplanet
121.723901,-66.30465,13.707,,0.0,,0.62,0.00846743186787,193.471046,-77.44985600000003,,306826966,knownplanet
140.506383,-23.946162,12.276,6010.0,0.000235251697821,1.64,1.33,0.230269761955,152.20066699999995,-37.127739,,423275733,knownplanet
129.362731,18.97668,14.831,3471.0,0.0,0.4,0.36,0.0035824241002800007,126.85379,0.43112,,195193025,knownplanet
143.938266,34.780729,6.756,5112.0,0.000670473412088,4.8,1.06,0.00159543110624,134.719203,19.332252,127.96952168899999,8915600,knownplanet
132.009726,16.901856,13.731,4752.8,0.0,0.68,0.76,8.05996981605e-05,129.823902,-0.919715,,293460551,knownplanet
127.762856,10.847591,11.552,4790.0,6.917478615100001e-05,4.2,1.16,0.008627711015290002,127.380646,-7.826686,,366568760,knownplanet
130.410357,17.640016,13.486,4148.21,0.0,0.57,0.66,0.000440113962562,128.15643799999998,-0.6076229999999999,,337632006,knownplanet
126.936734,17.579379,12.165,4471.38,0.0,0.77,0.71,0.00466686063312,124.96406,-1.489331,,7059054,knownplanet
126.553435,12.281948,12.686,5560.0,0.0003978707057280001,0.88,0.83,0.0008729263208739999,125.871494,-6.722034,,7020254,knownplanet
133.820093,-67.26544200000001,6.8039999999999985,4698.0,0.000669371223286,7.47,1.17,0.00425375664548,202.537351,-73.159385,184.932421537,302372658,knownplanet
127.882981,11.922295,13.598,5027.0,0.000208151384312,0.83,0.83,0.0250306808634,127.229274,-6.756027,,366576758,knownplanet
133.855653,10.469103,12.715,3842.12,0.000947067836841,0.49,0.58,0.0486359606001,133.305499,-6.6235789999999986,,458686847,knownplanet
126.4883,11.511193,11.61,6120.0,0.000379628548947,1.31,1.07,0.0168684985079,125.994412,-7.485741,,366410512,knownplanet
133.641125,23.132908,14.259,3560.7,0.0,0.34,0.44,0.000238770642189,129.611408,5.493344,,197221381,knownplanet
129.636796,19.773793,14.239,3546.46,0.0,0.49,0.43,0.00290977563901,126.902218,1.267714,,175194958,knownplanet
132.14296000000002,17.190767,13.028,4349.9,0.0,0.67,0.69,2.76379496045e-06,129.869659,-0.607302,,293497191,knownplanet
133.0998,13.233432,6.9060000000000015,4917.0,0.0,3.3,1.41,0.0005963884101460001,131.827642,-4.169154,83.7162337891,46310554,knownplanet
147.779301,-43.502809,6.40529,4715.0,0.0,,0.69,0.00268141165073,172.480477,-51.75966500000001,11.316272596,35055332,knownplanet
154.588666,12.621109,6.437,,0.0,,,0.00367639306919,151.876261,1.943,32.1846984097,61125572,knownplanet
176.298967,-42.063927,11.302,5900.0,0.00112763869645,0.9,1.0,0.07084931705610001,196.718549,-39.326444,312.236685031,61538902,knownplanet
171.274954,41.02796,11.069,5588.0,0.000936179779416,1.1,0.95,0.00389139909294,153.849855,33.830672,268.304185001,17993892,knownplanet
151.66992,17.895125,7.478,5770.0,0.0030501183224800003,1.55,1.12,0.00172414554029,147.358298,5.870879,98.814229249,27064335,knownplanet
152.53196100000005,18.186870000000006,7.2639999999999985,5438.0,0.00229306698873,1.94,1.18,0.00015636683557700002,148.025701,6.433592,74.0442215066,27073220,knownplanet
174.011626,-2.520861,11.548,5912.0,0.0,1.58,1.15,0.0149005219467,175.503827,-4.692747,,49427836,knownplanet
173.9647,-4.755683,7.75,5582.0,0.0,,1.01,0.0047465806012,176.35370600000005,-6.761949,49.3637948268,49427341,knownplanet
174.26636499999995,-0.907294,11.507,6256.0,0.0,1.29,0.96,0.0110456288473,175.096614,-3.110538,,49430892,knownplanet
165.867065,-22.093993,9.085,5312.0,0.0,,0.95,0.00583229357141,176.30928799999995,-25.790636,67.9797951608,52198580,knownplanet
166.42974099999995,-5.079416,10.955,6055.0,0.00057339815209,1.39,1.19,0.0005764518064049999,169.514007,-10.031963,317.522094881,53189332,knownplanet
158.224969,-34.989847999999995,11.194,6580.0,0.000454442524141,1.75,1.3,0.0276075416732,176.184655,-40.315986,499.33843306,53735810,knownplanet
161.087145,-33.577040000000004,7.43,4995.0,0.0,,0.7,0.00158859047391,177.982163,-37.940209,28.6363388265,54237857,knownplanet
161.707262,-9.399004,7.309,5370.0,0.00140286550254,2.72,1.44,0.0013984816314000002,166.83246499999996,-15.843336,102.459016393,55092869,knownplanet
171.07230900000005,-1.529118,8.301,5272.0,0.0,,0.93,0.00045239491543,172.402758,-4.9445260000000015,54.947657898500005,38158652,knownplanet
179.23162,-12.107904,6.688,6489.0,0.0,,1.33,0.0029034810942,184.177251,-11.400196,56.4565852917,180205814,knownplanet
157.062547,25.573217,9.541,6206.0,0.00126916076279,1.6,1.2,0.005036618948989999,149.248867,14.845119,233.09612118400003,165297570,knownplanet
160.55867,-3.835058,9.617,5620.0,0.00140943501245,1.39,1.08,0.182119094503,163.534247,-11.155097,148.732387901,169226822,knownplanet
160.702235,-2.183718,6.688,5821.0,0.0,,1.1,0.000372007704575,163.02851,-9.573957,34.634688223000005,169248301,knownplanet
164.619958,-10.770378,9.278,5393.0,0.0,,1.01,0.133386421784,170.13517,-15.967565,82.14616822560001,148563075,knownplanet
155.980348,-29.645578000000004,6.268,5599.0,0.0,,0.84,0.000650438548352,170.852944,-36.479705,22.0522703975,193032655,knownplanet
166.31276599999995,-10.291282,7.479,5770.0,0.00237926354869,1.86,1.31,0.000129693237018,171.51941499999995,-14.863609,85.38192342720001,286277386,knownplanet
175.87549099999995,-58.006897,7.37,5079.0,0.0,,0.74,0.051727936815599986,209.779917,-52.49360400000001,29.843480835,267399515,knownplanet
176.210148,-58.703726,6.807,5695.0,0.0,,1.11,0.0282393577809,210.751905,-52.905265,39.4987203845,267519701,knownplanet
155.681711,50.128369,8.963,5302.0,0.00373218387757,1.04,0.92,0.07007277642410001,136.856926,36.808332,84.1004299903,252479260,knownplanet
175.525327,-23.354837,11.46,5870.0,0.0006944730059419999,1.04,0.99,0.00280237334492,185.73823,-23.091676,,219698950,knownplanet
171.515132,1.230702,11.843,5248.0,0.0,0.89,0.87,1.1620223949,171.72094199999995,-2.233494,,363548415,knownplanet
171.692835,3.006365,6.621,4929.0,0.0,0.78,0.85,2.06312487882,171.185027,-0.5312899999999999,18.2215549995,363549734,knownplanet
172.12196200000002,1.690668,11.672,5620.0,0.0,0.98,0.92,0.000504145028138,172.097524,-1.571743,,363573185,knownplanet
173.192051,2.2448740000000003,11.568,5800.0,0.0,1.01,1.01,0.0011053918199700002,172.86167,-0.640514,,396972464,knownplanet
176.42621699999995,2.821508,7.301,5291.0,0.0,,0.87,5.73565674767e-05,175.6001,1.168792,29.394985273299998,397024052,knownplanet
178.220761,-50.292835,8.594,5303.0,0.0,,0.9,0.0129986329708,204.262699,-45.538989,56.38248007600001,400806831,knownplanet
179.791695,-20.353793,6.983,4969.0,0.0,,0.79,0.000208652897908,188.207303,-18.691402,20.450065665,428673146,knownplanet
165.399541,-23.860665,9.729,5700.0,0.00279165271466,0.93,1.01,0.000436710884921,176.727464,-27.570182,112.75463872,437242640,knownplanet
169.439008,-19.054775,11.394,6302.0,0.000543088299764,1.25,1.16,0.0272812240686,178.207396,-21.619617,,437248515,knownplanet
170.215706,-23.217337,7.4060000000000015,5759.0,0.0064016737983,1.0,1.0,6.85461294845e-05,180.855411,-25.075582,41.5282392027,437258837,knownplanet
164.262573,-68.66731999999999,7.152,,0.0,,1.6,0.0385606364881,218.64779,-63.363374,83.7732633954,399637637,knownplanet
169.041946,1.986892,12.545,5433.0,0.0,5.15,1.35,0.0016282057969100002,169.14809,-2.507962,,301609547,knownplanet
176.739071,-22.562991,12.669,5227.0,0.000442458025362,0.9,0.88,0.00313311553025,186.462425,-21.896545,,413376180,knownplanet
174.960355,0.603595,12.241,5430.0,0.0,0.86,0.93,8.82864087358e-06,175.134944,-1.448338,,281885301,knownplanet
160.60243300000005,7.435026,11.013,5475.0,0.0,0.96,1.08,0.739920709266,159.289095,-0.703358,,393495970,knownplanet
168.63812,25.710412,6.92427,5119.0,0.0117137494554,0.7,0.75,0.00292014256122,159.20740800000004,19.112177,21.5342038185,82308728,knownplanet
150.198869,-9.51669,8.797889999999997,4746.0,0.0,,0.74,0.0011023698680999998,155.83784,-20.28333,41.182229921,33355302,knownplanet
179.17163,-2.778968,8.592039999999999,5017.0,0.0,0.73,0.79,7.2636715109e-06,180.346321,-2.878973,45.92604866479999,96195878,knownplanet
152.179797,34.242282,6.62662,,0.0,,,4.97236933145e-07,141.681018,21.272095,18.0913280835,407591082,knownplanet
166.037878,-76.455383,10.799,,0.0,,,0.0353713583473,235.834353,-66.126704,,454259409,knownplanet
160.059951,-62.455601,14.456,6325.0,6.48074565346e-05,1.64,1.33,1.09890852583,205.56964,-61.189749,,390001646,knownplanet
176.482159,14.616374,9.259,4649.0,0.000111248409227,8.95,1.08,0.000364705638297,170.891133,11.999631,610.903499859,82604982,knownplanet
166.619893,-77.625877,14.424,,0.0,,0.35,0.0144418708317,238.71138,-66.332993,,454291479,knownplanet
154.186891,19.891393,8.352,4137.0,1.30963621095e-05,49.0,2.8,0.00035025735221599994,148.882059,8.585741,2519.9081513,95359428,knownplanet
167.32796299999995,-61.095257,16.088,5924.0,1.68281633308e-05,1.14,1.14,45.482592512,208.018543,-57.71096,,466884459,knownplanet
166.979921,-61.146263,14.067,6933.0,8.98545669659e-05,1.53,1.52,1.4729996471,207.871827,-57.868251,,466840711,knownplanet
154.277792,19.558466,9.237,4806.0,0.00016370686256,6.85,1.15,0.0237017702117,149.084585,8.306401,,95361265,knownplanet
154.908361,-9.806286,11.015999999999998,4400.0,0.00209429787534,0.6,0.58,0.005554082079620001,160.521338,-18.813154,,36734222,knownplanet
176.694354,3.47427,6.888,4830.0,0.0,6.3,1.95,0.000291087022082,175.586522,1.874196,229.31237873799998,325254372,knownplanet
150.572628,53.950859,12.469,6002.0,0.000183614589206,1.88,1.25,2.95764959912e-05,131.132372,38.813389,,137881699,knownplanet
174.009727,-29.543316,12.389,4803.0,0.0007762062734760001,0.69,0.76,0.00318636568371,187.430161,-29.242563,,14661418,knownplanet
177.56481000000005,2.760142,8.073,4095.0,0.0,32.35,1.14,0.000183128486249,176.668406,1.5643479999999998,,366659915,knownplanet
166.185229,-2.51322,7.409,5148.0,0.000631017559405,4.5,1.02,3.01181966512e-05,168.270522,-7.765726,157.977883096,53178442,knownplanet
178.192256,-1.198475,12.037,5850.0,0.0,0.96,0.97,0.00113152559317,178.818077,-1.818607,,446672575,knownplanet
173.95740700000005,-29.156015000000004,13.339,5600.0,0.000232984657101,1.02,1.04,0.010901923938,187.183031,-28.917853000000004,,14614418,knownplanet
169.117125,-3.975436,13.722,3889.72,0.000316713142791,0.59,0.6,0.000111351869251,171.567622,-7.962695,,443616612,knownplanet
170.10308,1.2859459999999998,13.088,4402.71,0.0,0.62,0.7,0.0899500397369,170.399878,-2.737543,,363478257,knownplanet
164.698905,1.7292310000000002,7.018,5002.0,0.0,4.9,1.58,0.0005155081043359999,165.24005,-4.429713,139.082058414,345078350,knownplanet
170.155516,2.502701,12.193,5698.0,0.0,0.78,0.8,0.0219776883313,169.97059099999996,-1.597709,,363479723,knownplanet
173.35597099999995,-70.19479399999999,6.585,10500.0,0.0,,2.4,0.008657760104719999,225.147185,-61.49874499999999,109.198452497,280773136,knownplanet
178.110777,4.2547510000000015,13.784,5131.0,0.0,0.68,0.72,0.000126249822505,176.573651,3.152378,,366696612,knownplanet
175.90836399999995,6.563729,9.777,6112.0,0.0,0.94,1.09,2.2210854489000006e-11,173.636809,4.39774,,380619414,knownplanet
169.48279499999995,2.619057,13.916,3830.0,0.0,0.57,0.6,0.0015057277158,169.306378,-1.753877,,363445338,knownplanet
172.12588300000004,43.966586,6.7189999999999985,4932.0,0.000614023852009,5.4,1.72,0.00032311853884,152.786794,36.707465,148.538900906,148680230,knownplanet
164.896231,43.814461,6.88,4218.0,8.27422889606e-05,20.0,1.2,0.000141297673685,147.262091,34.083822,760.61388032,252794572,knownplanet
176.598082,14.124023,7.7189999999999985,4908.0,0.00017500745186900004,10.1,1.9,0.00160896856267,171.200008,11.595151,355.38242321800004,82605074,knownplanet
169.30353,-1.877956,13.455,3930.0,0.000410589312209,0.57,0.61,0.00106005629122,170.90813400000005,-5.961299,,38064757,knownplanet
169.449107,3.866389,10.833,4924.0,0.0,0.74,0.8,1.5401146958399998,168.787394,-0.6190869999999999,,363445121,knownplanet
167.093741,-1.065728,12.539,5772.0,0.0003562052651190001,0.96,0.97,0.00334626332573,168.544399,-6.0787559999999985,,53210555,knownplanet
169.448119,-23.975426,7.171,4992.0,0.0007071493504460001,4.5,1.3,0.000432560225877,180.517687,-26.063843,114.54518736799999,437246853,knownplanet
175.097219,4.557342,13.591,4742.0,0.0,0.66,0.68,0.000266846327378,173.693062,2.235763,,281886199,knownplanet
166.441481,44.30152,5.984,4152.0,1.0,35.0,0.91,2.33915499901e-05,148.17696,35.033919,534.520286694,252803484,knownplanet;bright
174.74566000000004,-3.905614,13.423,4014.73,0.0,0.57,0.64,0.0005695688578150001,176.731767,-5.672098,,49462779,knownplanet
155.868193,-0.90223,5.4670000000000005,5098.0,1.0,4.9,1.54,0.000132011399329,157.993569,-10.198141,77.4593338497,1713457,knownplanet;bright
169.48363899999995,5.98842,13.396,4326.0,0.0,0.55,0.61,0.00012063554783299998,167.989073,1.347374,,363444743,knownplanet
169.79363500000005,-0.284343,13.628,4870.0,0.0,0.74,0.78,0.00151898718498,170.732132,-4.303296,,38114658,knownplanet
169.632882,-1.77417,14.493,4103.0,0.0,0.45,0.5,0.0288547451735,171.171385,-5.736459,,38087018,knownplanet
150.406679,-17.332978,6.5070000000000014,4805.0,0.000288370677992,8.8,1.66,0.000287839313389,159.278768,-27.44251,213.333829993,332711151,knownplanet
177.843874,57.640766000000006,6.978,5054.0,0.000906135013659,4.4,1.68,0.0012336166114700002,146.464751,50.084843,122.95281595,137810576,knownplanet
176.665716,-5.171864,19.054,4613.0,2.1747427472400003e-06,0.64,0.7,0.0013267097628,179.003849,-6.070157,,82054726,knownplanet
176.26448100000005,0.005307,13.933,3390.0,0.0,0.31,0.3,0.00147576588476,176.569853,-1.480147,,82050863,knownplanet
178.3298,6.412202,12.106,4320.0,0.0,0.66,0.71,0.00483582595004,175.911722,5.217899,,291090078,knownplanet
178.05701399999995,2.5941810000000003,14.555,3789.0,0.0,0.45,0.47,1.2272752848e-05,177.185721,1.607577,,366683184,knownplanet
176.123493,3.272376,13.248,4899.0,0.0,0.73,0.77,7.87566101735e-05,175.14352,1.462576,,397022282,knownplanet
168.582615,2.7807880000000003,13.063,5054.0,0.0,0.76,0.75,2.68537746906e-10,168.415013,-1.956323,,301603728,knownplanet
177.320286,3.475521,14.409,4175.0,0.0,0.45,0.51,0.00971753121735,176.159681,2.123679,,325335564,knownplanet
176.170651,30.959236,7.8364600000000015,,0.0,,,1.1165212827e-05,163.27086599999996,26.692221000000004,26.124133450100004,5078530,knownplanet
163.324123,-61.40571600000001,15.576,5040.0,4.55363470782e-05,0.83,0.85,26.0217571869,205.963741,-59.339916,,465390152,knownplanet
162.644142,-61.957272,15.907,6210.0,2.39075571883e-05,1.32,1.3,4.6151478834800015,206.364967,-59.945835,,465144510,knownplanet
207.655847,-6.80403,12.241,4645.0,0.0,0.78,0.74,0.0148063366266,208.118683,4.280202,,2521105,knownplanet
205.454306,-0.128082,9.85,6100.0,0.0008275836235209999,1.83,1.21,0.000998093729602,203.639162,9.724431,253.12221248400002,61098812,knownplanet
184.80621,-3.319793,7.405,5797.0,0.0,,1.12,0.00132999338082,185.727512,-1.137867,50.4298669978,66666079,knownplanet
192.189792,-47.613693,11.685,5846.0,0.000639139024565,1.09,1.13,0.125052864507,212.78474900000003,-38.392626,,73717937,knownplanet
183.472467,-0.393489,8.549,6254.0,0.0,1.28,1.03,0.00035071942013,183.342845,1.019427,107.28386893700001,56815340,knownplanet
198.18441,-31.873381,6.09,5821.0,0.0,,1.0,0.0120798043015,209.32364,-22.27495,37.690388125,124401411,knownplanet
201.087637,48.885078,8.611,5460.0,0.0,,0.93,0.186147354349,172.331109,51.751616,62.0635253599,165454978,knownplanet
189.318285,-40.8121,7.591,5903.0,0.00449639254578,1.24,1.2,0.14701484160800002,206.502503,-33.428847999999995,62.686014208900005,144289338,knownplanet
195.981865,30.640059,9.796,6272.0,0.00133551975645,1.53,1.13,0.00913201394516,181.01266,34.18168,244.59314731700002,165987272,knownplanet
208.927943,-32.159616,10.411,6300.0,0.0008363924556729999,1.48,1.18,0.00179028664178,218.408005,-18.994059,290.471483596,111991770,knownplanet
198.082304,17.517120000000002,6.7010000000000005,5673.0,0.00521879521954,1.24,0.83,0.000516538055294,189.508415,23.196856,38.6390441481,138172859,knownplanet
183.405318,-9.513401,6.882999999999999,5638.0,0.00168907227722,2.5,1.32,0.000410978271479,186.920287,-7.373517999999999,84.88964346350001,176910071,knownplanet
183.777375,-7.257328,7.241,5362.0,0.0,1.62,0.97,0.8086557791619999,186.353193,-5.158206,35.186488388499995,176940023,knownplanet
208.773759,-5.442513,10.524,5990.0,0.00022817655426400006,3.1,1.6,3.39237247498e-07,208.682207,5.945784,390.913616245,176966903,knownplanet
188.029995,74.489521,8.129,5844.0,0.007635355331050002,1.02,1.01,0.000142514350419,127.186851,64.017511,68.1284494503,154549250,knownplanet
201.655314,-8.317589,11.678,5838.0,0.0,1.13,1.26,0.0122465078443,203.115317,0.717453,265.991096965,179012583,knownplanet
209.389461,43.493524,11.658,4650.0,0.0015081716408299995,0.7,0.73,0.0006775702465830001,184.779881,50.632254,,198108326,knownplanet
203.10648,-47.27136,6.612,5990.0,0.0,,1.08,0.0033269652267800005,220.68422200000003,-34.613593,38.169360610700004,243194645,knownplanet
195.359866,-27.522203,11.174,5703.0,0.000987698813371,0.92,1.0,0.013177800265600002,205.031094,-19.300443,193.289605325,229047362,knownplanet
209.321821,-56.040075,7.02,6075.0,0.0,,1.18,0.144399549935,230.023186,-40.705373,41.246944461,208844024,knownplanet
190.152075,-19.284248,11.44,5510.0,0.000633797351278,1.05,1.11,0.0103080334782,196.997315,-13.69917,,286865921,knownplanet
186.88073,-71.422961,8.558,5122.0,0.00864540439441,0.79,0.84,0.0484073108895,232.491819,-58.704083,49.4160144444,286896213,knownplanet
203.510602,53.728516000000006,7.431,5600.0,0.0,,1.23,0.000242346589712,169.130808,56.46748100000001,91.06970839600001,286923464,knownplanet
198.182411,-2.265004,6.805,5135.0,0.0,,0.85,0.00015354913351299998,197.635491,5.035126,20.5002050021,292113181,knownplanet
203.758117,-17.503465,11.304,6070.0,0.000612246254371,1.1,1.16,0.00406529305239,208.409721,-7.071629,284.616492913,294301883,knownplanet
183.366259,23.055699,11.472,5600.0,0.000620652695343,1.11,1.02,0.0008291650958180001,173.404222,22.3833,259.035785512,347329162,knownplanet
192.21572,-68.425137,6.922999999999999,5494.0,0.0,,0.78,0.0323980078139,230.840552,-55.310847,28.621518643,329649885,knownplanet
184.47163,-55.975547,7.365,6516.0,0.0,,1.5,0.00787888342543,213.533852,-47.992302,102.80049922799999,390472975,knownplanet
187.611978,22.879829,8.079,5551.0,0.0,,0.95,8.83260108834e-05,177.323853,23.907551,59.2618040133,371621238,knownplanet
206.094122,48.028668,10.677,5185.0,0.0025558707118100003,0.8,0.92,0.0120330284367,177.534476,53.04766600000001,137.76710109,311035838,knownplanet
183.372882,10.041657,6.835,5870.0,0.0,,1.01,1.1640972058e-06,179.055474,10.54573,37.7880282496,397558558,knownplanet
190.618735,-30.639871000000007,10.726,5545.0,0.0015496337628,0.87,0.93,0.0015387750848699995,202.378748,-23.86104,156.563124862,398943781,knownplanet
202.338011,-35.570986,6.61,5724.0,0.0,,1.08,0.00021087773353,214.393732,-24.251196,32.420861960500005,405501056,knownplanet
188.398062,-11.621821,7.421,5783.0,0.0,,1.05,0.000371082169772,192.306101,-7.349616,56.7366637947,429301734,knownplanet
188.386857,-10.146147,10.474,4430.0,0.00240794752139,0.66,0.69,0.00526673268147,191.707245,-5.999073,,429302040,knownplanet
186.44282,-64.02210500000001,6.481,6265.0,0.0,,1.27,0.15194706351,222.773715,-53.63259100000001,38.6942856979,450491293,knownplanet
196.043897,-35.54951900000001,10.288,7000.0,0.0006885703452100001,1.79,1.59,0.26966836243500003,209.232055,-26.35843,438.412804247,104024556,knownplanet
201.150389,-51.504438,6.947,8840.0,0.0031944216110000004,1.77,1.96,0.0325499577404,221.708503,-38.956897,111.358551369,438702139,knownplanet
192.981536,-42.073607,11.300999999999998,5315.0,0.00108218210856,0.89,0.95,0.0254930983501,210.114189,-33.26167,,248075138,knownplanet
182.751521,-9.7652,11.274,5200.0,0.000998841064306,0.81,0.84,0.00133710147819,186.426284,-7.862516999999999,,176868951,knownplanet
188.266255,44.915352,11.595999999999998,5560.0,0.0007272972195049999,1.1,1.02,0.0034948181299200003,165.025463,43.495499,288.320016156,373693175,knownplanet
203.10599,-42.475273,10.467,5625.0,0.0016959324999100002,0.96,1.04,0.0259555144983,218.216714,-30.292506,171.408424067,243200602,knownplanet
197.665959,-35.054749,7.75608,4804.0,0.0,,0.68,0.00432201360936,210.3324,-25.350118,27.9438326269,124306858,knownplanet
193.552555,-46.587712,12.281,6438.0,0.000205698241871,1.74,1.42,0.593992428243,213.170955,-37.043654,,248111245,knownplanet
181.889434,-39.548336,15.662,,0.0,,0.02,0.321360623853,199.743646,-35.034847,,102076870,knownplanet
207.907768,-23.781179,12.399,5715.0,0.00031761592476200004,1.11,0.99,0.00197372898515,214.383585,-11.513478,,437333618,knownplanet
203.608878,-66.58111600000001,16.284000000000002,4400.0,4.98681307178e-05,0.59,0.69,5.096423805080001,234.525611,-51.131381,,341694238,knownplanet
186.147812,-61.820004,9.258,,0.0,,3.9,0.292593984653,220.217636,-52.056188,896.059708164,450417907,knownplanet
191.702786,-24.427366,12.465,6050.0,0.00015027805618299998,1.87,1.27,0.0035074153045300004,200.533542,-17.815573,,9385460,knownplanet
207.349506,-12.284474,11.022,5010.0,0.0,0.71,0.74,0.00107507901756,209.772539,-0.953861,,287333762,knownplanet
204.437678,-8.597059,11.414,4469.51,0.0,0.78,0.71,0.0364293873031,205.779197,1.464826,,677945,knownplanet
187.582976,21.948266,6.806,4956.0,0.000535182500918,5.6,1.85,0.000415110360632,177.734095,23.054935,170.934013196,371621400,knownplanet
207.078372,-11.58902,14.121,4387.84,0.0,0.68,0.7,0.0915061812471,209.278357,-0.397226,,187309502,knownplanet
182.166362,-8.747141000000001,10.947,4840.0,0.000121906846627,3.85,1.08,0.00135241286077,185.480973,-7.161335,,152852327,knownplanet
203.54651,-13.576956,11.519,4367.83,0.0,0.62,0.7,0.00392561344501,206.775813,-3.4921230000000003,,422349422,knownplanet
200.164752,24.648717,6.9460000000000015,4951.0,0.0007316863469339999,4.6,1.58,7.63905701526e-07,188.109076,30.481961,122.375941544,305837711,knownplanet
196.23945,-52.442981,7.641,4462.0,0.0171849811946,0.53,0.58,0.00801819596821,218.87101,-41.263679,15.865460891600002,422214062,knownplanet
192.57205,22.863408,4.93,4884.0,1.0,8.03,1.94,0.00270529073114,181.876504,25.865173,108.459869848,471011796,knownplanet;bright
219.270377,-25.802481,7.33,4875.0,0.00786546497424,0.85,0.65,0.000712059325437,224.959084,-9.943109,26.2775921423,16855,knownplanet
214.683032,-20.27548,10.576,5700.0,0.00129567346285,0.95,1.02,0.000667143746174,219.131616,-6.0625800000000005,207.836117603,46096489,knownplanet
239.962303,-28.061737,11.0,6650.0,0.000449559190127,1.57,1.31,0.0225189849543,243.552891,-7.3385539999999985,389.02676476,66818296,knownplanet
217.326699,-3.4445339999999995,11.313,5400.0,0.0008515438119860001,0.9,0.93,0.0055042585754600006,216.118945,10.698193,,181949561,knownplanet
213.144104,47.014705,12.388,5295.0,0.00066746771857,0.95,0.94,0.00210633971399,185.10815,55.029466000000006,,168699373,knownplanet
221.886348,-0.28151,7.386,5387.0,0.007873577701130001,0.85,0.92,3.26870857326e-05,219.537638,15.13338,31.7057704502,189694184,knownplanet
229.99135,36.229657,10.633,5860.0,0.0008957516194360002,1.6,1.26,0.0235081025994,212.609109,52.001031,,138294130,knownplanet
236.724258,46.986272,6.5070000000000014,5600.0,0.0,,1.07,0.000128749581352,211.837955,63.859439,37.3808753574,156067565,knownplanet
216.70116600000003,-5.177766,8.102,5585.0,0.00433728518126,1.09,1.15,0.00345701485514,216.086667,8.856419,74.4012799457,287973473,knownplanet
210.193538,-30.583564000000006,9.426,6030.0,0.00147036335692,1.53,1.06,0.008886659296950001,218.863265,-17.132848000000006,219.699313109,271168962,knownplanet
238.402262,68.720134,6.263,6380.0,0.0,,1.51,0.000528722531841,155.403735,77.928593,46.952671751800004,272783172,knownplanet
221.51282200000003,-68.762753,8.124,,0.0,,0.99,0.0959191442855,245.348387,-49.435588,70.81068457319999,258186667,knownplanet
237.40707200000003,-49.963523,8.469,5017.0,0.0,,0.7,0.198573011311,246.627657,-29.135231,45.660080333900005,275786473,knownplanet
239.420008,-60.200287,6.757999999999999,6045.0,0.0,,1.03,0.015001747052,251.082665,-38.753579,35.6667541273,342041655,knownplanet
218.276498,21.894709,9.31,6475.0,0.00223719166487,1.31,1.21,0.00204440884478,207.489491,34.803504,171.052373046,347430350,knownplanet
