RA,DEC,TESSMAG,TEFF,PRIORITY,RADIUS,MASS,CONTRATIO,ECLONG,ECLAT,DIST,TICID,SPEC_LIST
292.236763,41.085869,15.189,5400.0,0.00016890567179799994,0.59,0.65,0.311933530862,306.9881200000001,61.699886,,137556626,knownplanet
298.348328,47.491239,14.732,5701.0,0.000140505743188,0.93,0.98,0.141778400754,321.812244,65.907886,,273875635,knownplanet
294.023015,45.853078,14.757,6340.0,9.05416162609e-05,1.22,1.21,0.265688598356,313.552611,65.69944,,270788519,knownplanet
289.0775490000001,46.005215,13.445,5904.0,0.00015565255725600002,1.82,1.29,0.00962333512057,305.6851220000001,67.095924,,158935283,knownplanet
297.583106,41.952426,15.088,4687.0,0.00017113473808300002,0.61,0.63,0.6837332475679999,315.461269,61.11040500000001,,169465273,knownplanet
290.412005,44.899329,13.047,5877.0,0.000407586335146,1.15,1.1,0.027076518942200003,306.9608100000001,65.739852,,159386728,knownplanet
290.5920799999999,45.737144,12.82,6173.0,0.000362695521226,1.38,1.21,0.102360235794,307.966381,66.48294200000001,,159396818,knownplanet
290.983323,45.973305,14.547,5248.0,0.000205170572048,0.81,0.85,0.197059830936,308.816925,66.6071,,159581842,knownplanet
284.73147,49.533192,13.212,5671.0,0.0005717297112020001,0.93,0.95,0.0506170677233,301.130151,71.383774,,48448415,knownplanet
297.132642,42.768257,13.747,5241.0,0.000363426459771,0.81,0.86,0.115108229019,315.473269,61.991504000000006,,272945038,knownplanet
296.952064,43.27197,13.475,5331.0,0.000435648961024,0.84,0.87,0.050886569502300014,315.632185,62.506946,,272715773,knownplanet
289.56865,43.538607,14.81,5346.0,0.00014941996667899998,0.84,0.87,0.0619771184733,304.545717,64.64863299999999,,159099716,knownplanet
290.288466,43.755315,14.339,5001.0,0.00025581624781900004,0.77,0.81,0.0577905053032,305.8609,64.689113,,159379942,knownplanet
293.577757,46.736341,14.053,5482.0,0.000246394704651,0.89,0.92,1.32898704151,313.72242,66.632225,,270619059,knownplanet
294.168805,46.714613,14.643,6095.0,0.000102220507568,1.22,1.15,0.135044744143,314.631164,66.448513,,270854155,knownplanet
293.865615,47.026827,14.933,5471.0,0.000137892218219,0.85,0.88,0.129947095814,314.4754200000001,66.818141,,270790652,knownplanet
294.2412950000001,47.275985,14.978,5769.0,0.00010912110098,0.96,0.97,0.482684609465,315.32999,66.939582,,270959279,knownplanet
294.326351,47.217611,15.011,5539.0,0.000127076931984,0.86,0.89,0.053622670695199985,315.401716,66.862448,,270959184,knownplanet
294.955112,44.149828,12.32,4861.0,0.00113071471519,0.75,0.81,0.10633839818,313.430461,63.873898,,271349932,knownplanet
289.920715,41.542826,14.559,4700.0,0.000232081512389,0.7,0.73,0.157308949792,303.739214,62.6681,,122136712,knownplanet
286.971264,44.7083,13.908,6080.0,0.000193277644248,1.18,1.13,0.429353897325,301.104999,66.324524,,158326744,knownplanet
287.297699,47.455441,14.921,5157.0,0.00015522201490000002,0.82,0.87,0.105336547103,303.8950240000001,68.868328,,158412890,knownplanet
294.911573,46.491463,12.228,6191.0,0.000579020108826,1.23,1.24,0.28637361934300004,315.55935,66.03572,,271354748,knownplanet
292.168579,43.779668,15.224,5069.0,0.0001170265922,0.76,0.8,0.682653152405,308.8496350000001,64.25828100000001,,63125460,knownplanet
290.474505,37.766595,15.268,5558.0,7.5283672965e-05,0.89,0.92,2.60304753284,302.392252,58.924941,,122507231,knownplanet
293.131097,45.663544,13.151,5252.0,0.000624206836226,0.82,0.86,0.0446134636246,311.9780370000001,65.765579,,275490034,knownplanet
281.831444,42.298915,13.681,5936.0,0.00028415377192,1.04,1.04,0.00964905323072,290.931138,64.880844,,123408863,knownplanet
289.142702,46.812906,15.31,5453.0,9.98573301983e-05,0.86,0.9,0.0901727622049,306.511901,67.840259,,158986028,knownplanet
286.671437,49.406288,13.964,5712.0,0.00029025060553,0.97,0.98,0.0407117901025,304.673678,70.84485500000002,,399826020,knownplanet
288.456063,45.80213,13.194,4990.0,0.000712103237677,0.75,0.8,0.030964557636000006,304.465403,67.04616899999999,,158729099,knownplanet
284.097627,47.810626,13.425,5212.0,0.000570606942364,0.81,0.84,0.0411612266265,298.372535,69.864968,,164658882,knownplanet
289.747314,39.523469,13.057,6176.0,0.000303837573467,1.3,1.17,0.01802653169,302.256999,60.77006899999999,,394176812,knownplanet
296.307953,43.82135200000001,14.762,5924.0,0.000106236008943,1.05,1.04,0.354526317176,315.160826,63.195073,,272270522,knownplanet
297.1151220000001,41.909134,13.161,5663.0,0.000382653749849,1.06,0.96,0.0453401880038,314.759366,61.202222,,169175503,knownplanet
286.243425,50.040382,12.911,5947.0,0.000360673008694,1.48,1.17,0.0173140187914,304.557051,71.535667,,405717754,knownplanet
286.971198,46.868355,9.567,7650.0,0.0020504382997300003,1.74,1.72,0.00931246062796,302.800146,68.38381899999999,,158324245,knownplanet
284.273965,41.535019,15.088,5612.0,9.90564486574e-05,0.91,0.93,0.759518419127,294.66987400000005,63.756878,,120106432,knownplanet
291.269746,42.096044,15.329,5718.0,7.26892461523e-05,0.97,0.97,0.254572956158,306.201715,62.88725400000001,,159715997,knownplanet
287.906101,46.937766,14.428,5433.0,0.000212493756146,0.87,,0.199444512763,304.4969660000001,68.243459,,158625100,knownplanet
298.318354,47.279493,14.782,,5.32586427859e-05,1.72,1.12,0.153723002475,321.530036,65.729322,,273876171,knownplanet
290.934286,47.357597,14.961,5018.0,0.000193109959804,0.68,0.74,0.1507971534,310.054889,67.906532,,159642189,knownplanet
292.193983,47.457095,15.056,3682.0,0.000297501774139,0.48,,0.165338426806,312.23647200000005,67.668589,,63203294,knownplanet
292.376128,47.880987,14.796,5571.0,0.00017544002566599994,0.8,0.86,0.121079517475,312.983902,68.00806,,63204017,knownplanet
291.934237,48.141654,14.741,5854.0,0.00011691897266299997,1.09,,0.102830028579,312.539236,68.365884,,26539443,knownplanet
286.999471,48.375797,15.136,5120.0,0.000155881832431,0.73,,0.310561801718,304.227891,69.802786,,399912169,knownplanet
285.718538,48.50586,14.483,5588.0,0.00023063359764400004,0.82,,0.434023764575,302.0044910000001,70.204062,,377782363,knownplanet
295.816159,51.121743,14.778,5847.0,0.00014124973231999994,0.97,,0.023451103109400004,322.632675,69.88368,,27686898,knownplanet
290.0305160000001,42.166051,12.667,5920.0,0.000308797028749,1.59,,0.172685419508,304.320493,63.2384,,159217436,knownplanet
293.890206,42.528004,13.073,6092.0,0.00030651057785100003,1.31,1.03,0.0411300554501,310.509261,62.647647,,270781284,knownplanet
291.169531,42.640804,13.406,5513.0,0.000393385924915,0.94,,0.106095889015,306.430998,63.427187,,159652365,knownplanet
292.503395,43.083156,12.959,4559.0,0.00093977262722,0.65,,0.238072107591,308.824828,63.520633,,63283780,knownplanet
285.439151,43.168484,12.640999999999998,5123.0,0.0008944038594550002,0.82,0.97,0.0538116446739,297.506722,65.140211,,352007758,knownplanet
287.620832,43.141674,12.491,5852.0,0.00023716495486,1.46,1.16,5.5825960949,301.108116,64.689548,,158551888,knownplanet
290.824182,44.647198,13.074000000000002,5696.0,0.000371377450573,1.2,0.94,0.036756869153,307.420035,65.40351700000001,,159521326,knownplanet
296.20059,49.140123,13.18,5515.0,0.00048299495986,0.99,1.02,0.07425003433539999,320.546351,68.03234,,27774415,knownplanet
289.075708,51.757443,10.849,4450.0,0.0044501700796700005,0.65,0.69,0.166764409334,312.045504,72.418498,,299096355,knownplanet
298.3952740000001,47.815006,13.627,5781.0,0.00029672857147400013,1.05,1.16,0.121946129134,322.252387,66.17970799999999,,273874849,knownplanet
294.366727,42.252677,15.165,5508.0,9.77937155105e-05,0.87,0.9,0.217509884166,311.012387,62.266146,,271050878,knownplanet
293.300233,41.523342,14.235,5679.0,0.000190879858932,0.94,0.96,0.315988414234,308.8866060000001,61.853463,,138099276,knownplanet
287.956565,41.130326,15.128,5857.0,7.97631645511e-05,1.02,1.02,0.385473476532,300.402845,62.687078,,121461701,knownplanet
283.103839,43.148046,14.474,5913.0,0.000143692479064,1.06,1.04,0.0603343080738,293.5273660000001,65.52054100000001,,164460740,knownplanet
298.426342,47.946785,13.691,6012.0,0.000244533119528,1.16,1.11,0.07928614397520001,322.451584,66.286268,,267991349,knownplanet
284.999623,49.479974,13.728,4730.0,0.0005555790546440001,0.72,0.76,0.0808738528436,301.592742,71.277821,,48504464,knownplanet
291.657779,48.009312,14.733,5308.0,0.000184226748939,0.81,0.85,0.0291191125506,311.937055,68.318524,,26538999,knownplanet
282.140565,43.896574,15.121,5438.0,0.000120185826059,0.83,0.86,0.07458674760360001,292.244125,66.400863,,123416753,knownplanet
288.14476,51.275627,12.952,5908.0,0.000481070536576,1.21,1.08,0.0516983551706,309.649165,72.222993,,298897851,knownplanet
288.584034,44.733797,13.468,5106.0,0.000510295060557,0.8,0.84,0.0296036584724,303.828794,66.00445400000001,,158789380,knownplanet
287.917925,45.592876,13.534,5479.0,0.00034988981813,1.01,,0.00830618023835,303.382816,66.967229,,158626833,knownplanet
291.971442,47.864166,14.38,6089.0,0.000174218049522,1.02,,0.155512232518,312.300636,68.101704,,63070427,knownplanet
288.120961,47.966668,14.2,5329.0,0.0002900023316640001,0.78,,1.13035959662,305.833346,69.162299,,298837729,knownplanet
284.968518,42.079198,13.467,5128.0,0.000509889057116,0.78,,0.0293776378386,296.101673,64.16819,,164828012,knownplanet
295.559419,40.236271,13.058,5644.0,0.000385450653711,0.97,,1.3258555446200002,311.299398,60.063715,,184090767,knownplanet
293.626038,41.272822,12.505999999999998,6065.0,0.000472444981236,1.23,1.17,0.0622917133108,309.195958,61.535699,,138297190,knownplanet
291.282053,46.965993,14.43,5983.0,0.00014607443369100002,1.07,1.05,0.866302686939,310.242561,67.45466400000001,,159725400,knownplanet
288.47964,47.101766,14.738,5635.0,0.00014893507723299994,0.93,0.95,0.0281805601435,305.6397350000001,68.266891,,158730884,knownplanet
299.407009,44.035046,12.703,6297.0,0.00025658585862,1.79,1.37,0.07321040467789999,319.818207,62.48155600000001,,268823307,knownplanet
296.837251,48.239964,12.621,5647.0,0.000410810466296,1.39,1.21,0.252589667904,320.424914,67.03999499999999,,27916356,knownplanet
285.3719430000001,41.993909,14.657,5730.0,0.000131570110009,0.99,1.0,0.0496360935556,296.7211779999999,64.013976,,120495241,knownplanet
293.500496,44.932456,13.931,6296.0,0.000154757284175,1.36,1.23,0.0373394967056,311.89227,64.990514,,270521167,knownplanet
293.573934,45.384537,13.515999999999998,6227.0,0.000227772711015,1.32,1.2,0.0640568346593,312.414386,65.389341,,270616541,knownplanet
295.354454,48.515401,15.308,5353.0,0.000104120852759,0.83,0.87,0.412030081647,318.469744,67.733429,,27458799,knownplanet
290.176175,46.698334,14.937,5504.0,0.000129542625541,0.89,0.92,0.278262442941,308.149481,67.483726,,159301148,knownplanet
291.279,47.68764,14.955,5123.0,0.000149014554871,0.79,0.84,1.22034458699,310.9667100000001,68.122389,,159726546,knownplanet
280.258382,43.835766,14.607,5753.0,0.00014791582723,0.98,1.0,0.0248544446992,288.875279,66.604146,,351766517,knownplanet
289.134661,47.062997,14.497,5715.0,0.00017721771570099998,0.94,0.96,0.239812245072,306.729775,68.07667099999999,,158985675,knownplanet
285.713488,41.605873,12.738,6132.0,0.000404965632942,1.29,1.2,0.371163208744,297.068624,63.57595600000001,,120577770,knownplanet
282.956935,42.825616,13.158,6074.0,0.000364149010969,1.16,1.11,0.0561740578457,293.10895,65.228799,,164413187,knownplanet
290.685247,43.859636,15.132,5660.0,9.6697392136e-05,0.93,0.95,0.0767291950647,306.573693,64.69449200000001,,159450182,knownplanet
295.4633740000001,45.812745,14.191,6077.0,0.00015946720022,1.15,1.1,0.167574472048,315.728837,65.259905,,271663670,knownplanet
296.968816,47.751488,14.151,6496.0,0.00010840236331,1.54,1.34,0.281430026111,320.057028,66.56527,,272841734,knownplanet
291.933657,44.115503,14.640999999999998,5641.0,0.00014872711707499998,0.93,0.95,0.0341479063914,308.751313,64.631904,,63076026,knownplanet
292.08478,49.23748,13.497,5612.0,0.000427523790888,0.93,0.95,0.110390194596,314.044957,69.322735,,26583640,knownplanet
299.965663,44.160894,14.277,5688.0,0.000179607373778,0.97,0.96,0.179984587192,320.718988,62.424518000000006,,239238425,knownplanet
297.019131,44.327522,14.499,6083.0,0.000115281176854,1.17,1.11,0.13067327500499998,316.653517,63.456332,,272940104,knownplanet
290.914483,42.286579,14.591,4904.0,0.000210281782334,0.74,0.78,0.131966065955,305.783686,63.151105,,159573412,knownplanet
288.280536,46.340904,14.523,5544.0,0.000188151203551,0.89,0.92,0.0391333518991,304.621048,67.595263,,158664692,knownplanet
294.51767,50.670401,14.194,5500.0,0.000256236693091,0.9,0.93,0.248150198435,319.913048,69.893676,,27188610,knownplanet
286.594273,37.891266,14.828,3658.0,0.000515617581306,0.34,0.35,0.0774968901789,296.624513,59.806045,,120963454,knownplanet
291.604496,41.309358,14.746,5831.0,0.00010355633578899998,1.0,1.0,2.29341289237,306.179507,62.061888,,137212833,knownplanet
285.207485,45.38435,11.797,5403.0,0.00145313705124,0.81,0.9,0.226065756236,298.545854,67.32252700000001,,164882482,knownplanet
295.651495,49.261293,14.397,5851.0,0.00016220989834399998,1.04,1.03,0.655235484638,319.84591,68.30724000000001,,27642556,knownplanet
286.367463,48.423936,14.853,5298.0,0.00016777410048899994,0.83,0.87,0.007785777074010002,303.123008,69.98759,,405719448,knownplanet
293.322404,42.867471,14.234000000000002,5569.0,0.000210786461042,0.9,0.93,0.219428170891,309.911745,63.11153100000001,,275569784,knownplanet
291.84131,45.179177,13.96,6133.0,0.000182169925186,1.21,1.14,0.0624493309066,309.497933,65.650356,,63066410,knownplanet
274.373239,-3.381037,11.616,6330.0,0.000417322154496,1.32,1.26,0.128261527558,274.646023,19.987752,,167227214,knownplanet
299.236931,45.834696,13.138,5374.0,0.0005932660848039999,0.83,0.87,0.0920901422627,321.316969,64.15509899999999,,268612417,knownplanet
285.6919910000001,45.689396,13.523,5798.0,0.00040124719055,0.93,0.92,0.07899065996839999,299.61476,67.52205500000001,,352013661,knownplanet
293.217383,42.720704,14.531,5664.0,0.000152415328171,0.95,0.97,0.0498225899571,309.6398910000001,63.0006,,275569511,knownplanet
294.496975,46.689756,15.116,5606.0,8.45468875494e-05,1.03,0.89,0.9020851473,315.118503,66.333729,,271040768,knownplanet
286.830352,42.279199,13.355,5623.0,0.00016292255718,1.75,0.94,0.121876041563,299.274184,64.017751,,158316612,knownplanet
296.9602680000001,46.034298,13.78,6350.0,0.000168064342643,1.4,1.29,0.027481931019200004,318.19963,65.025966,,272836943,knownplanet
294.51323,45.98164600000001,13.869000000000002,5750.0,0.000175233536002,1.29,1.15,0.245381776104,314.436963,65.681991,,271042217,knownplanet
289.268745,42.604175,14.58,5309.0,0.00019432553792500006,0.79,0.9,0.23266512435,303.411217,63.825188,,158992508,knownplanet
295.297915,46.920462,14.602,5636.0,0.000151498688898,0.96,1.05,0.102676252478,316.598987,66.314786,,271548206,knownplanet
290.025921,48.335949,12.882,6241.0,0.000426876927846,1.28,1.18,0.00330436539028,309.5291200000001,69.04300500000001,,267749620,knownplanet
291.268106,44.488194,14.617,5776.0,0.000119038196608,0.97,0.99,4.05734430636,308.000871,65.146063,,159721015,knownplanet
289.956496,47.020391,14.268,5818.0,0.000200039586976,0.99,0.99,0.079471991486,308.084888,67.83824200000001,,159225841,knownplanet
286.150153,37.411372,15.306,5609.0,7.6423074458e-05,0.91,0.94,0.181342275526,295.736409,59.416029,,120762000,knownplanet
289.033028,40.08689,12.259,6130.0,0.000292858930655,1.79,1.29,0.287439177439,301.483134,61.462045,,121865605,knownplanet
286.6041830000001,42.440319,14.702,5188.0,0.00017208402392099995,0.81,0.85,0.0169998289513,299.001467,64.217044,,158278132,knownplanet
290.989241,50.30806,14.389,5236.0,0.00025960841698400005,0.82,0.86,0.0240329549253,313.508591,70.592729,,417678115,knownplanet
284.287156,42.355611,14.067,5771.0,0.000217729240951,1.0,1.01,0.0052010541958400006,295.115596,64.5542,,164674711,knownplanet
297.339449,46.347247,15.135,5701.0,9.07751838974e-05,0.96,0.97,0.7319325843250001,319.083038,65.195102,,273131845,knownplanet
294.478342,46.945862,14.664,5727.0,0.000140493860818,0.97,0.98,0.325546803014,315.354012,66.57226899999999,,271040328,knownplanet
292.869841,46.741863,14.814,5884.0,0.000106318809127,1.08,1.06,0.228326635046,312.600818,66.82992,,63453366,knownplanet
289.6512620000001,43.82442,12.779000000000002,5748.0,0.000347496955014,1.4,1.05,0.061787327579500013,304.888939,64.90134499999999,,159106207,knownplanet
292.369561,43.910815,14.274,5756.0,0.000188980031944,0.97,0.98,0.105973701513,309.268072,64.330878,,63210324,knownplanet
291.669276,42.590712,14.344,4708.0,0.00026794408864200004,0.72,0.78,0.30762928126999994,307.17044,63.260713,,63004645,knownplanet
288.834005,44.838244,14.166,5517.0,0.00023728563995400006,0.9,0.93,0.265550153875,304.324069,66.047905,,158843826,knownplanet
293.7258700000001,47.247039,12.53,5889.0,0.0005603392761849999,1.17,0.94,0.157860387173,314.484374,67.057968,,270696519,knownplanet
296.60345099999995,44.129257,14.92,4612.0,0.00017190996175200002,0.7,0.74,0.245668075806,315.86585,63.394172,,272489594,knownplanet
294.614828,40.833175,14.165,6177.0,0.00013297320742799998,1.24,1.15,0.122517373698,310.345165,60.870222,,377915758,knownplanet
292.290613,44.653255,15.012,5834.0,8.56673606689e-05,1.04,1.03,1.79312935027,309.75836,65.04535600000001,,63209010,knownplanet
292.773388,44.178127,13.962,4105.0,0.000497459325948,0.61,0.64,0.0185413086086,310.115304,64.478351,,63449012,knownplanet
289.441485,42.498135,14.743,5825.0,0.000113918400809,1.03,1.03,0.0976964923656,303.614412,63.686033,,159043952,knownplanet
295.938406,49.791144,15.154000000000002,4877.0,0.000144039035723,0.75,0.8,0.08093032419039999,320.976446,68.686335,,27649203,knownplanet
295.0642410000001,49.358992,13.939,5909.0,0.000243128946269,1.06,1.06,0.0386739722353,319.045991,68.57129300000001,,27390527,knownplanet
291.881264,44.555736,15.228,5001.0,0.000120416083167,0.76,0.8,0.265987827027,309.030326,65.057514,,63010574,knownplanet
292.832144,48.219356,14.955,5568.0,0.00012241216666799998,0.92,0.94,0.494926788976,314.101253,68.191735,,26750065,knownplanet
296.853429,50.037352,14.481,6051.0,0.000135917996123,1.15,1.1,0.0961571636422,322.719723,68.615325,,27912642,knownplanet
289.4858220000001,50.944164,12.883,6050.0,0.000469547465397,1.21,1.14,0.338819914142,311.677103,71.573475,,416266465,knownplanet
285.142643,49.800668,14.568,5130.0,0.000212846988708,0.8,0.85,2.05656296762,302.19416,71.5511,,48528473,knownplanet
297.463623,48.181415,13.83,5616.0,0.000307958774578,0.93,0.95,0.0791848526826,321.2994720000001,66.794844,,28230011,knownplanet
287.405316,45.918004,14.57,5743.0,0.00015484954492,0.98,0.99,0.116255710144,302.767276,67.3875,,158486842,knownplanet
289.186676,50.937557,14.714,5905.0,0.000132732904769,1.08,1.06,0.225406013562,311.125431,71.646165,,299160628,knownplanet
291.578974,44.531713,13.059,5986.0,0.0003366091284,1.1,1.06,1.73313894939,308.531258,65.11032,,159763595,knownplanet
297.070369,42.977741,14.369000000000002,5842.0,0.00015489043726499998,0.99,1.0,0.7167217294429999,315.556696,62.202316,,272944301,knownplanet
285.8223490000001,45.711892,14.89,5194.0,0.000153539376942,0.82,0.87,0.162186021988,299.859788,67.517914,,279912260,knownplanet
294.889654,49.37977,13.44,5239.0,0.0005570686502100001,0.8,0.84,0.0194954263502,318.7955560000001,68.64208599999999,,27240404,knownplanet
296.479777,49.937681,14.152,6018.0,0.000240182874532,0.94,1.04,0.242224820262,322.010936,68.646139,,27846348,knownplanet
290.461787,40.562458,14.852,5858.0,0.000121331834765,0.89,0.98,0.4567829907280001,303.9574,61.611124,,122446315,knownplanet
287.039503,46.640137,13.797,6074.0,0.000324247301435,0.94,1.04,0.0195651118245,302.726474,68.152456,,158393923,knownplanet
288.961242,42.265014,13.392,5905.0,0.000258558739659,1.26,1.04,0.0662222466937,302.696683,63.56772700000001,,158923465,knownplanet
283.212733,45.349851,13.035,4925.0,0.00103174882956,0.64,0.69,0.0437007431735,294.983631,67.646514,,164458488,knownplanet
288.433592,40.380874,15.119000000000002,4817.0,0.000127876127134,0.74,0.8,0.402209233502,300.72125,61.868352,,121603556,knownplanet
293.6412870000001,44.657043,14.144,5145.0,0.000326846430152,0.73,0.83,0.05764916720150001,311.867782,64.697723,,270615136,knownplanet
289.064868,50.460978,13.368,5885.0,0.000431097791585,1.03,1.02,0.0795214181372,310.290789,71.24299599999998,,299153388,knownplanet
284.675387,44.417767,13.281,5780.0,0.000435330203037,0.99,1.0,0.00103128794363,296.973715,66.488157,,164778883,knownplanet
289.31148,51.32086500000001,14.642,5614.0,0.000186568056081,0.91,0.94,0.0340841055247,311.868581,71.96114,,299217895,knownplanet
296.277706,46.899852,13.462,5512.0,0.000242515735963,1.3,0.94,0.18103744528700005,318.073872,66.009567,,272278272,knownplanet
287.009097,46.796101,15.008,4523.0,0.000190678560952,0.67,0.7,0.25062954878000004,302.805158,68.307076,,158324326,knownplanet
280.511764,44.15935,14.21,4662.0,0.000331943905163,0.72,0.79,0.0313043518188,289.478174,66.889241,,123126460,knownplanet
297.0200680000001,43.432546,14.72,5527.0,0.000134536519954,0.9,0.93,0.729138856454,315.867539,62.63530600000001,,272942844,knownplanet
287.086296,46.945813,13.525,5981.0,0.000307291312888,1.13,1.09,0.050101275898400015,303.06947,68.43240300000001,,158394286,knownplanet
292.477964,46.022835,13.283,6449.0,0.00021961785553000006,1.55,1.32,0.037061916856,311.277554,66.270605,,63288941,knownplanet
296.366524,51.319518,14.696,5360.0,0.000216879658853,0.76,,0.17648810142299998,323.787973,69.87864300000001,,27843776,knownplanet
297.073792,41.22447800000001,14.126,4508.0,0.000323469946638,0.69,0.72,0.337346277702,314.176198,60.578338,,169083837,knownplanet
291.02859,43.913673,13.197,5581.0,0.000513714310426,0.9,0.95,0.0237518538361,307.16147,64.66354100000001,,159578257,knownplanet
293.260936,44.868895,13.2,5638.0,0.0004863592396230001,0.93,0.81,0.0883456439028,311.463754,64.994914,,275573429,knownplanet
293.636949,42.82496,14.144,4500.0,0.0004336131349790001,0.59,0.64,0.0274141750306,310.355688,62.991055,,270611154,knownplanet
290.693735,48.701478,12.778,6118.0,0.0005142392847440001,1.16,1.11,0.0222639075972,311.071553,69.208023,,290034960,knownplanet
295.735338,42.576253,14.726,4776.0,0.000187069260321,0.72,0.76,0.551604420133,313.285837,62.202513,,271960006,knownplanet
283.741415,49.067978,14.851,5352.0,0.000174062553515,0.83,0.88,0.00128118972267,298.774883,71.13727,,48354835,knownplanet
290.99535,43.243932,15.035,5106.0,0.000118662731636,0.78,0.82,3.71389245379,306.5990240000001,64.03914499999999,,159576968,knownplanet
291.548092,50.353308,14.669,5597.0,0.00017580871475099996,0.9,0.93,0.127733989593,314.532437,70.479037,,26472830,knownplanet
286.170538,43.008912,13.922,5181.0,0.00035028479913000004,0.79,0.82,0.06176552684140001,298.631395,64.849073,,158169713,knownplanet
283.565316,46.904251,13.258,5131.0,0.0006605227211830001,0.79,0.83,0.0360162217615,296.680684,69.09044200000001,,164525875,knownplanet
295.152198,49.587604,12.781,6805.0,0.000264619225593,1.79,1.49,0.0259086852673,319.47651,68.74731700000001,,27396284,knownplanet
292.1997,42.04609,12.849,5770.0,0.000499276526061,1.05,1.0,0.0917162687493,307.594269,62.61786,,63122176,knownplanet
285.064913,41.554871,14.905,4070.0,0.00018579914456900006,0.6,0.62,4.84808241134,295.981129,63.641627,,120421638,knownplanet
288.416537,47.878731,14.607,4106.0,0.000323427306045,0.6,0.62,0.29476351393800004,306.267234,69.01071,,158731868,knownplanet
294.7669850000001,41.64468,15.32,5906.0,5.98539047278e-05,1.08,1.07,0.7344908389929999,311.15054,61.592314,,378159769,knownplanet
294.865505,46.285854,14.538,5545.0,0.00017401673270400002,0.86,0.95,1.36047502024,315.281038,65.86130899999999,,271354351,knownplanet
284.565679,41.778488,13.206,6202.0,0.000210104510591,1.29,1.19,2.93984160583,295.275949,63.945128,,120253552,knownplanet
286.002978,44.756582,13.762,5656.0,0.00031885682719099995,0.94,0.96,0.06958859951560001,299.487912,66.565148,,158114283,knownplanet
284.107804,44.24580200000001,14.819,4512.0,0.000208703339098,0.68,0.72,0.336996837043,295.88244,66.422027,,164671623,knownplanet
287.1302720000001,48.665375,12.331,6807.0,0.0003301641435,1.84,1.5,0.30984199142700003,304.752133,70.045643,,399913391,knownplanet
285.899241,48.307301,14.769,5582.0,0.000151218411374,0.92,0.95,0.451353155628,302.152891,69.977652,,405685914,knownplanet
287.945613,39.230566,13.487,5550.0,0.000371526205109,0.91,0.94,0.0326879558544,299.343681,60.854478,,121458495,knownplanet
292.547533,41.642954,14.803,5941.0,8.87137942642e-05,1.14,1.09,0.343864175872,307.838531,62.152196,,137757057,knownplanet
290.953557,45.719536,14.587,5054.0,0.00021257927432900004,0.77,0.81,0.20965466684,308.541312,66.377441,,159581434,knownplanet
296.724486,49.532715,13.655,4754.0,0.000508358348758,0.72,0.76,0.607121993218,321.85352,68.215253,,27913639,knownplanet
292.247793,47.878452,14.27,5470.0,0.000249483376726,0.85,0.88,0.226177005468,312.770719,68.040476,,63204022,knownplanet
297.477125,39.877242,14.275,6327.0,9.18534814922e-05,1.43,1.26,0.581581608388,313.768906,59.21186899999999,,169561256,knownplanet
295.308157,43.044414,14.755,5064.0,0.000176016475258,0.75,0.79,0.27344315240600003,313.031789,62.753514,,271539239,knownplanet
288.924027,46.057629,13.62,5778.0,0.000331105088382,1.0,1.0,0.061571491562,305.471441,67.180871,,158842046,knownplanet
294.266334,45.204307,14.04,6217.0,0.000143551633528,1.28,1.19,0.946978789147,313.321407,65.035607,,270955277,knownplanet
287.879382,43.364071,15.224,5519.0,9.41796715172e-05,0.89,0.92,0.498382601298,301.680071,64.849181,,158630233,knownplanet
284.433492,49.305161,13.293,6080.0,0.000367035827786,1.2,1.2,0.0103105924112,300.333345,71.227731,,267667295,knownplanet
285.6728720000001,44.116734,11.69,4550.0,7.02391948785e-05,6.3,1.31,0.202389313069,298.49386,66.012702,,352011875,knownplanet
289.76359,51.9626,12.074000000000002,5629.0,0.00106393894352,1.0,0.94,0.044379445546900015,313.60729,72.416943,,416279912,knownplanet
297.354001,41.300046,12.216,4782.0,0.000976917897976,0.73,0.79,1.6122567917299997,314.63141,60.57054399999999,,169462917,knownplanet
288.831385,47.551993,13.224,5361.0,0.000622659125271,0.83,0.87,0.0247152362209,306.6724930000001,68.606725,,158840095,knownplanet
285.295741,44.552754,13.879,4870.0,0.000397051410216,0.75,0.8,0.29669316587,298.133237,66.504432,,164889945,knownplanet
296.376908,50.621467,13.640999999999998,5923.0,0.000333014308503,1.02,1.02,0.0783868140476,322.791044,69.273402,,27845000,knownplanet
287.06638,41.874912,13.603,5747.0,0.00033594003235,0.95,0.97,0.0263837460894,299.416558,63.581646,,121113728,knownplanet
296.553062,46.966281,14.169,5063.0,0.00030930492417100003,0.74,0.78,0.583870404454,318.561142,65.987578,,272596598,knownplanet
283.264499,41.711448,14.779000000000002,5961.0,0.000103840955115,1.08,1.06,0.08792375145589999,293.079823,64.09169399999999,,237157859,knownplanet
288.588353,42.605658,14.165,5778.0,0.000193015194691,1.0,1.01,0.315071708267,302.323948,63.973485,,158792743,knownplanet
296.550042,49.102322,14.142,5471.0,0.000261905992039,0.89,0.92,0.0484793359513,321.036594,67.891287,,351190880,knownplanet
297.375101,46.662216,14.16,6198.0,0.000126105253518,1.25,1.16,2.14619912122,319.4664160000001,65.467508,,273131021,knownplanet
