loc_rowid,pl_hostname,ra_str,ra,dec_str,dec,st_elon,st_elat,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,duplicate_id,priority,splist
2345,Kepler-282,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,297.221177,66.855222,164779321,284.677274,44.797681,-5.90789,-6.69427,14.665,STAR,2mass,0.013242804238626,20180610,2.12018,2.12018,NaN,NaN,16.034,0.077,15.444,0.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.08,0.028,13.718,0.027,13.65,0.046,13.73,0.024,13.779,0.029,13.142,NaN,9.233,NaN,15.0973,0.0016198,0.019,5602,NaN,4.51672,NaN,NaN,NaN,0.9,NaN,0.97,NaN,DWARF,0.7187074,NaN,1180.44,NaN,0.062,NaN,97,0.03592839,,0.000160728150381527,knownplanet
2346,Kepler-282,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,297.221177,66.855222,164779321,284.677274,44.797681,-5.90789,-6.69427,14.665,STAR,2mass,0.013242804238626,20180610,2.12018,2.12018,NaN,NaN,16.034,0.077,15.444,0.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.08,0.028,13.718,0.027,13.65,0.046,13.73,0.024,13.779,0.029,13.142,NaN,9.233,NaN,15.0973,0.0016198,0.019,5602,NaN,4.51672,NaN,NaN,NaN,0.9,NaN,0.97,NaN,DWARF,0.7187074,NaN,1180.44,NaN,0.062,NaN,97,0.03592839,,0.000160728150381527,knownplanet
222,HAT-P-67,17h06m26.56s,256.610687,+44d46m37.1s,44.776981,245.055376,67.060417,198588220,256.610684,44.776978,9.31959,-18.4924,9.604,STAR,2mass,0.0132443954779384,20180610,0.883737,1.2387,2.59577,0.226128,10.544,0.069,10.106,0.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.145,0.021,8.961,0.019,8.9,0.019,8.856,0.023,8.877,0.02,8.851,0.027,8.809,0.396,9.94019,0.000345996,0.018,6406,NaN,3.84019,NaN,NaN,NaN,2.55,NaN,1.64,NaN,DWARF,9.865584,NaN,385.2418,55.7549,0.0172845,NaN,26,0.005119778,,0.00109849460943152,knownplanet
2341,Kepler-281,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,312.686808,64.678074,270858032,294.108188,44.770696,-7.13736,-7.63787,15.16,STAR,2mass,0.0132448781694379,20180610,2.10192,2.10192,NaN,NaN,16.855,0.068,15.931,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.5,0.025,14.16,0.038,13.994,0.058,13.998,0.025,14.175,0.033,12.596,NaN,9.549,NaN,15.6501,0.00223886,0.019,5723,NaN,4.52117,NaN,NaN,NaN,0.9,NaN,0.98,NaN,DWARF,0.7828431,NaN,NaN,NaN,NaN,NaN,169,0.1680717,,9.87146549115775E-05,knownplanet
2342,Kepler-281,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,312.686808,64.678074,270858032,294.108188,44.770696,-7.13736,-7.63787,15.16,STAR,2mass,0.0132448781694379,20180610,2.10192,2.10192,NaN,NaN,16.855,0.068,15.931,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.5,0.025,14.16,0.038,13.994,0.058,13.998,0.025,14.175,0.033,12.596,NaN,9.549,NaN,15.6501,0.00223886,0.019,5723,NaN,4.52117,NaN,NaN,NaN,0.9,NaN,0.98,NaN,DWARF,0.7828431,NaN,NaN,NaN,NaN,NaN,169,0.1680717,,9.87146549115775E-05,knownplanet
1336,Kepler-1139,19h11m46.95s,287.945617,+39d13m50.0s,39.230568,299.343687,60.854479,121458495,287.945613,39.230566,-7.82222,-3.72683,13.487,STAR,2mass,0.0132762714964919,20180610,2.11719,2.11719,NaN,NaN,15.045,0.067,14.229,0.16,16.7974,0.00757559,15.0002,0.00329244,14.0942,0.00545727,14.0727,0.00372532,13.9627,0.0043235,12.748,0.024,12.35,0.029,12.339,0.023,12.23,0.023,12.262,0.022,12.025,0.215,9.339,NaN,14.0354,0.000921634,0.018,5550,NaN,4.49347,NaN,0.304,0.301,0.91,NaN,0.94,NaN,DWARF,0.7078633,NaN,NaN,NaN,NaN,NaN,169,0.03268795,,0.000371526205108965,knownplanet
2330,Kepler-277,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,297.159087,60.962234,120961424,286.583171,39.077207,-1.76468,11.7557,12.869,STAR,2mass,0.013296724731929,20180610,2.19696,2.19696,NaN,NaN,14.296,0.066,13.544,0.103,15.4529,0.0050516,14.7235,0.0073722,13.5345,0.00276187,13.8836,0.0078236,13.4571,0.0046273,12.288,0.021,12.003,0.022,11.966,0.023,11.854,0.022,11.886,0.021,11.807,0.182,9.297,NaN,13.2999,0.00064097,0.018,5946,NaN,4.03187,NaN,NaN,NaN,1.69,NaN,1.12,NaN,DWARF,3.216383,NaN,768.35,NaN,NaN,NaN,147,0.1935201,,0.000229050638882224,knownplanet
2331,Kepler-277,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,297.159087,60.962234,120961424,286.583171,39.077207,-1.76468,11.7557,12.869,STAR,2mass,0.013296724731929,20180610,2.19696,2.19696,NaN,NaN,14.296,0.066,13.544,0.103,15.4529,0.0050516,14.7235,0.0073722,13.5345,0.00276187,13.8836,0.0078236,13.4571,0.0046273,12.288,0.021,12.003,0.022,11.966,0.023,11.854,0.022,11.886,0.021,11.807,0.182,9.297,NaN,13.2999,0.00064097,0.018,5946,NaN,4.03187,NaN,NaN,NaN,1.69,NaN,1.12,NaN,DWARF,3.216383,NaN,768.35,NaN,NaN,NaN,147,0.1935201,,0.000229050638882224,knownplanet
2954,Kepler-605,19h09m10.90s,287.295436,+43d16m47.5s,43.279873,300.664529,64.888656,158423850,287.295433,43.27987,-6.18829,-6.82862,13.54,STAR,2mass,0.0133588790981176,20180610,2.11899,2.11899,NaN,NaN,14.779,0.066,14.376,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.869,0.021,12.496,0.018,12.422,0.02,12.275,0.023,12.327,0.023,11.98,0.207,8.766,NaN,14.0369,0.000922328,0.017,5462,NaN,4.5085,NaN,NaN,NaN,0.88,NaN,0.91,NaN,DWARF,0.6209646,NaN,617.765,NaN,0.0662,NaN,132,1.567276,,0.000344763993423836,knownplanet
2955,Kepler-605,19h09m10.90s,287.295436,+43d16m47.5s,43.279873,300.664529,64.888656,158423850,287.295433,43.27987,-6.18829,-6.82862,13.54,STAR,2mass,0.0133588790981176,20180610,2.11899,2.11899,NaN,NaN,14.779,0.066,14.376,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.869,0.021,12.496,0.018,12.422,0.02,12.275,0.023,12.327,0.023,11.98,0.207,8.766,NaN,14.0369,0.000922328,0.017,5462,NaN,4.5085,NaN,NaN,NaN,0.88,NaN,0.91,NaN,DWARF,0.6209646,NaN,617.765,NaN,0.0662,NaN,132,1.567276,,0.000344763993423836,knownplanet
1948,Kepler-161,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,305.726492,63.99995,159444082,290.516488,43.083821,-5.97794,-7.21382,13.521,STAR,2mass,0.013373778570385,20180610,2.10133,2.18741,NaN,NaN,15.645,0.066,14.406,0.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.767,0.021,12.329,0.022,12.246,0.018,12.156,0.023,12.225,0.022,12.452,0.344,9.147,NaN,14.0799,0.000942605,0.017,5078,NaN,4.50795,NaN,NaN,NaN,0.81,NaN,0.77,NaN,DWARF,0.3930389,NaN,NaN,NaN,NaN,NaN,162,0.1809942,,0.000451005554483189,knownplanet
1949,Kepler-161,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,305.726492,63.99995,159444082,290.516488,43.083821,-5.97794,-7.21382,13.521,STAR,2mass,0.013373778570385,20180610,2.10133,2.18741,NaN,NaN,15.645,0.066,14.406,0.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.767,0.021,12.329,0.022,12.246,0.018,12.156,0.023,12.225,0.022,12.452,0.344,9.147,NaN,14.0799,0.000942605,0.017,5078,NaN,4.50795,NaN,NaN,NaN,0.81,NaN,0.77,NaN,DWARF,0.3930389,NaN,NaN,NaN,NaN,NaN,162,0.1809942,,0.000451005554483189,knownplanet
2362,Kepler-289,19h49m51.68s,297.465344,+42d52m58.3s,42.88285,316.046974,62.00228,273234825,297.465341,42.882847,2.49843,-0.481655,13.447,STAR,2mass,0.0133890281125886,20180610,2.09899,2.099,NaN,NaN,14.734,0.02,14.142,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.861,0.022,12.596,0.021,12.508,0.022,12.471,0.023,12.537,0.022,12.879,0.365,8.912,NaN,13.8801,0.000852425,0.018,5990,NaN,4.47185,NaN,NaN,NaN,1,NaN,1.08,NaN,DWARF,1.15985,NaN,1156.46,NaN,NaN,NaN,325,0.1642157,,0.000334371935029224,knownplanet
2363,Kepler-289,19h49m51.68s,297.465344,+42d52m58.3s,42.88285,316.046974,62.00228,273234825,297.465341,42.882847,2.49843,-0.481655,13.447,STAR,2mass,0.0133890281125886,20180610,2.09899,2.099,NaN,NaN,14.734,0.02,14.142,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.861,0.022,12.596,0.021,12.508,0.022,12.471,0.023,12.537,0.022,12.879,0.365,8.912,NaN,13.8801,0.000852425,0.018,5990,NaN,4.47185,NaN,NaN,NaN,1,NaN,1.08,NaN,DWARF,1.15985,NaN,1156.46,NaN,NaN,NaN,325,0.1642157,,0.000334371935029224,knownplanet
2364,Kepler-289,19h49m51.68s,297.465344,+42d52m58.3s,42.88285,316.046974,62.00228,273234825,297.465341,42.882847,2.49843,-0.481655,13.447,STAR,2mass,0.0133890281125886,20180610,2.09899,2.099,NaN,NaN,14.734,0.02,14.142,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.861,0.022,12.596,0.021,12.508,0.022,12.471,0.023,12.537,0.022,12.879,0.365,8.912,NaN,13.8801,0.000852425,0.018,5990,NaN,4.47185,NaN,NaN,NaN,1,NaN,1.08,NaN,DWARF,1.15985,NaN,1156.46,NaN,NaN,NaN,325,0.1642157,,0.000334371935029224,knownplanet
1194,Kepler-1035,19h16m10.13s,289.042225,+42d52m57.0s,42.882488,303.237942,64.140396,158927791,289.042228,42.882485,6.18505,-6.69568,12.443,STAR,2mass,0.0133890556770922,20180610,2.11899,2.11899,NaN,NaN,13.703,0.039,13.097,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.817,0.025,11.459,0.019,11.416,0.011,11.354,0.023,11.383,0.021,11.53,0.125,9.456,NaN,12.9072,0.000530733,0.018,5763,NaN,4.45611,NaN,0.154,0.216,0.97,NaN,0.98,NaN,DWARF,0.9350453,NaN,448.449,NaN,NaN,NaN,145,0.258885,,0.000714748643499324,knownplanet
3243,Kepler-830,19h40m13.03s,295.054286,+42d45m24.6s,42.756847,312.424769,62.554697,271433874,295.054283,42.75685,-7.38605,6.3081,14.261,STAR,2mass,0.0133985759332232,20180610,2.10209,2.10225,NaN,NaN,15.463,0.033,14.88,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.662,0.026,13.34,0.027,13.269,0.034,13.203,0.024,13.291,0.028,12.233,NaN,9.048,NaN,14.7043,0.00130504,0.019,6037,NaN,4.37717,NaN,NaN,NaN,1.11,NaN,1.07,NaN,DWARF,1.474434,NaN,NaN,NaN,NaN,NaN,222,0.1017145,,0.000150005658433096,knownplanet
1599,Kepler-1341,18h42m02.82s,280.511769,+44d09m33.7s,44.159351,289.478183,66.889242,123126460,280.511764,44.15935,-10.0165,-2.60834,14.21,STAR,2mass,0.0134057106554524,20180610,2.19566,2.19566,NaN,NaN,16.61,0.069,15.356,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.285,0.021,12.782,0.022,12.636,0.018,12.617,0.023,12.712,0.024,12.572,0.378,8.774,NaN,14.8899,0.00144344,0.017,4662,NaN,4.62139,NaN,NaN,NaN,0.72,NaN,0.79,NaN,DWARF,0.220622,NaN,NaN,NaN,NaN,NaN,83,0.03130435,,0.000331943905163371,knownplanet
1495,Kepler-1260,19h42m21.90s,295.591254,+42d33m18.9s,42.555241,313.057668,62.222202,271759028,295.591257,42.555244,6.65662,6.14574,14.249,STAR,2mass,0.0134138317070695,20180610,2.57048,2.57057,NaN,NaN,15.12,-0.027,14.953,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.603,0.027,13.28,0.024,13.183,0.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.7274,0.0013214,0.019,5961,NaN,4.39689,NaN,NaN,NaN,1.08,NaN,1.06,NaN,DWARF,1.326841,NaN,NaN,NaN,NaN,NaN,267,0.7768658,,0.000149367162690837,knownplanet
1784,Kepler-1484,19h30m44.23s,292.684285,+38d07m34.6s,38.126286,305.820537,58.777084,137816475,292.684281,38.126284,-0.269073,-3.76117,14.721,STAR,2mass,0.0134223229513941,20180610,2.10885,2.10885,NaN,NaN,15.485,0.066,15.351,0.149,16.9268,0.00855668,15.6394,0.00316174,15.1999,0.00305149,15.0237,0.00343175,14.9304,0.00460027,14.135,0.026,13.765,0.031,13.646,0.044,13.574,0.025,13.571,0.032,13.021,NaN,9.319,NaN,15.1554,0.00167392,0.019,5730,NaN,4.48398,NaN,NaN,NaN,0.92,NaN,0.94,NaN,DWARF,0.8220323,NaN,1133.1,NaN,NaN,NaN,251,0.2108677,,0.000123900626893157,knownplanet
3366,Kepler-930,19h53m15.47s,298.314444,+42d14m50.8s,42.247434,316.734415,61.17291,274031725,298.314441,42.247431,2.89152,-20.4496,13.234,STAR,2mass,0.0134370728409167,20180610,2.17793,2.2083,NaN,NaN,15.309,0.066,13.89,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.641,0.021,12.345,0.017,12.258,0.021,12.221,0.024,12.263,0.024,11.54,0.145,9.106,0.456,13.6739,0.000769489,0.018,6335,NaN,4.24308,NaN,NaN,NaN,1.4,NaN,1.25,NaN,DWARF,2.84405,NaN,854.684,NaN,NaN,NaN,355,0.4233246,,0.000225343654227384,knownplanet
3555,Qatar-5,00h28m12.94s,7.053898,+42d03m40.8s,42.061333,25.416982,35.336579,190998418,7.053901,42.06133,9.09655,-10.3947,11.972,STAR,2mass,0.0134510934344883,20180610,2.14938,2.14938,NaN,NaN,13.432,0.065,12.614,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.348,0.023,11.089,0.021,10.956,0.02,10.945,0.023,10.98,0.021,10.887,0.081,8.873,NaN,12.4341,0.00042413,0.018,5747,NaN,4.42466,NaN,NaN,NaN,1.08,NaN,1.13,NaN,DWARF,1.146323,NaN,379.15,NaN,0.0754918,NaN,47,0.1641447,,0.000517795729790158,knownplanet
1747,Kepler-1456,19h07m46.88s,286.945321,+43d49m22.0s,43.822773,300.444855,65.480795,158385035,286.945316,43.822772,-1.3431,7.29997,14.533,STAR,2mass,0.0134764679195226,20180610,2.11899,2.11899,NaN,NaN,17.419,0.064,15.777,0.355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.486,0.027,12.862,0.022,12.681,0.024,12.612,0.023,12.654,0.024,12.514,0.318,9.249,NaN,15.2979,0.00181634,0.019,4231,NaN,4.65982,NaN,NaN,NaN,0.62,NaN,0.64,NaN,GIANT,0.1109814,NaN,NaN,NaN,0.0746,NaN,104,0.9646203,,0.000289309470715788,knownplanet
3165,Kepler-776,19h09m05.43s,287.27264,+41d38m08.0s,41.635559,299.60803,63.310281,121114760,287.272637,41.635562,-5.80284,6.48619,14.698,STAR,2mass,0.0134830795600407,20180610,2.11719,2.11719,NaN,NaN,16.769,-0.064,15.562,0.412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.874,0.024,13.425,0.03,13.319,0.034,13.312,0.024,13.355,0.027,12.84,0.452,8.844,NaN,15.3071,0.00182608,0.018,5071,NaN,4.57332,NaN,NaN,NaN,0.78,NaN,0.83,NaN,DWARF,0.3624586,NaN,NaN,NaN,NaN,NaN,145,0.18876,,0.000177299848311161,knownplanet
3438,Kepler-99,19h49m24.96s,297.354004,+41d18m00.2s,41.300049,314.631417,60.570546,169462917,297.354001,41.300046,-7.33414,-7.03685,12.216,STAR,2mass,0.0135081924103607,20180610,2.0996,2.09971,NaN,NaN,15.085,0.062,13.206,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.368,0.02,10.852,0.022,10.757,0.018,10.684,0.023,10.772,0.02,10.743,0.079,9.287,NaN,12.843,0.000514754,0.017,4782,NaN,4.60941,NaN,NaN,NaN,0.73,NaN,0.79,NaN,GIANT,0.2510607,NaN,NaN,NaN,NaN,NaN,324,1.612257,,0.000976917897976125,knownplanet
1809,Kepler-1500,19h15m32.00s,288.883334,+39d44m40.5s,39.744572,301.060797,61.163275,121786521,288.883331,39.744569,21.1738,19.4266,14.061,STAR,2mass,0.0136234666253485,20180610,2.10056,2.10056,NaN,NaN,15.513,0.055,14.728,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.476,0.024,13.149,0.023,13.03,0.031,13.05,0.024,13.082,0.027,12.661,NaN,9.103,NaN,14.4948,0.00116758,0.018,5845,NaN,4.43843,NaN,NaN,NaN,1,NaN,1,NaN,DWARF,1.051557,NaN,1074.06,NaN,NaN,NaN,153,0.07563829,,0.000202220279438085,knownplanet
1965,Kepler-1623,19h36m19.85s,294.082695,+39d33m22.0s,39.556103,308.714845,59.800049,138572691,294.082692,39.5561,-1.35454,-6.85804,14.355,STAR,2mass,0.0136372962181575,20180610,2.09938,2.09938,NaN,NaN,16.038,0.105,15.205,0.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.715,0.025,13.379,0.027,13.245,0.036,13.271,0.025,13.38,0.03,12.337,NaN,9.214,NaN,14.8286,0.00139581,0.018,5772,NaN,4.43843,NaN,NaN,NaN,1,NaN,1,NaN,DWARF,1,NaN,1255.37,NaN,NaN,NaN,244,0.2022863,,0.000152444541608701,knownplanet
1619,Kepler-1358,19h04m40.93s,286.170543,+43d00m32.1s,43.008911,298.631403,64.849071,158169713,286.170538,43.008912,-10.7274,1.65458,13.922,STAR,2mass,0.0136458885308832,20180610,2.11899,2.11904,NaN,NaN,15.557,0.009,14.693,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.22,0.029,12.761,0.031,12.656,0.03,12.45,0.025,12.473,0.026,12.086,0.283,8.926,NaN,14.4424,0.00113596,0.019,5181,NaN,4.55699,NaN,NaN,NaN,0.79,NaN,0.82,NaN,DWARF,0.4051383,NaN,NaN,NaN,NaN,NaN,102,0.06176553,,0.000350284799129565,knownplanet
1299,Kepler-1109,19h26m35.10s,291.646244,+39d23m47.8s,39.396624,305.03714,60.229966,137336979,291.646241,39.396627,4.93664,2.05753,13.696,STAR,2mass,0.0136489738749948,20180610,2.09938,2.09938,NaN,NaN,14.982,0.066,14.405,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.055,0.021,12.718,0.019,12.707,0.028,12.581,0.023,12.628,0.024,12.497,0.403,8.824,NaN,14.1714,0.000987518,0.018,5893,NaN,4.40901,NaN,NaN,NaN,1.06,NaN,1.05,NaN,DWARF,1.220822,NaN,859.566,NaN,NaN,NaN,198,0.06045337,,0.000246085179474614,knownplanet
1705,Kepler-1420,19h44m48.91s,296.20381,+42d46m40.2s,42.777832,314.133241,62.260708,272184502,296.203815,42.777831,9.77789,-1.92564,15.165,STAR,2mass,0.0136935558669435,20180610,2.10192,2.10192,NaN,NaN,16.903,NaN,15.894,0.058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.396,0.028,13.939,0.026,13.76,0.046,13.84,0.026,13.916,0.031,12.027,0.221,8.884,NaN,15.7347,0.00235815,0.019,5187,NaN,4.55699,NaN,NaN,NaN,0.79,NaN,0.82,NaN,DWARF,0.4070182,NaN,NaN,NaN,NaN,NaN,279,0.7434961,,0.000110943718592004,knownplanet
1487,Kepler-1255,19h40m57.43s,295.239275,+42d43m35.3s,42.726479,312.674597,62.476679,271538318,295.23927,42.72648,-9.92182,1.5717,14.653,STAR,2mass,0.0137041222993578,20180610,2.12846,2.12846,NaN,NaN,15.147,0.065,15.308,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.036,0.027,13.706,0.031,13.692,0.045,13.608,0.025,13.657,0.033,12.565,0.405,9.364,NaN,15.1106,0.00163198,0.019,6018,NaN,4.37342,NaN,NaN,NaN,1.12,NaN,1.08,NaN,DWARF,1.482311,NaN,1332.04,NaN,NaN,NaN,234,0.1959622,,0.000105145498607205,knownplanet
2322,Kepler-274,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,306.369515,59.05617,137892978,292.922771,38.477277,3.91558,-6.28733,14.442,STAR,2mass,0.013715838164835,20180610,2.10885,2.10885,NaN,NaN,15.558,0.066,15.238,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.773,0.024,13.458,0.025,13.456,0.039,13.373,0.024,13.445,0.031,13.028,0.514,9.236,NaN,14.9378,0.00148196,0.018,6023,NaN,NaN,NaN,NaN,NaN,1.01,NaN,NaN,NaN,DWARF,1.209453,NaN,1473.82,NaN,NaN,NaN,267,0.4008192,,0.000135902431307668,knownplanet
2323,Kepler-274,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,306.369515,59.05617,137892978,292.922771,38.477277,3.91558,-6.28733,14.442,STAR,2mass,0.013715838164835,20180610,2.10885,2.10885,NaN,NaN,15.558,0.066,15.238,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.773,0.024,13.458,0.025,13.456,0.039,13.373,0.024,13.445,0.031,13.028,0.514,9.236,NaN,14.9378,0.00148196,0.018,6023,NaN,NaN,NaN,NaN,NaN,1.01,NaN,NaN,NaN,DWARF,1.209453,NaN,1473.82,NaN,NaN,NaN,267,0.4008192,,0.000135902431307668,knownplanet
1876,Kepler-1550,19h11m03.49s,287.76456,+38d17m40.9s,38.294704,298.59808,59.982516,121395435,287.764557,38.294707,7.79209,7.67207,14.377,STAR,2mass,0.0137290211501981,20180610,2.19761,2.19761,NaN,NaN,15.791,0.067,15.107,0.149,16.5371,0.00661604,15.2931,0.00292838,14.8286,0.00325042,14.6966,0.00326484,14.6243,0.00431375,13.812,0.024,13.49,0.027,13.427,0.037,13.402,0.024,13.404,0.03,12.95,NaN,9.157,NaN,14.7944,0.00137012,0.018,5991,NaN,4.37717,NaN,NaN,NaN,1.11,NaN,1.07,NaN,DWARF,1.430006,NaN,1291.32,NaN,NaN,NaN,168,0.3684293,,0.000127006001651406,knownplanet
3160,Kepler-771,19h09m46.58s,287.44409,+38d05m18.4s,38.088431,298.011599,59.842715,121276933,287.444093,38.088428,8.12484,-9.3033,14.199,STAR,2mass,0.0137438766076351,20180610,2.19761,2.19761,NaN,NaN,15.958,0.067,14.958,0.046,16.7233,0.00699891,15.2172,0.00302212,14.6929,0.00320941,14.5194,0.00328957,14.4455,0.00391993,13.585,0.023,13.244,0.026,13.202,0.028,13.148,0.023,13.216,0.025,12.452,NaN,8.658,NaN,14.6548,0.0012709,0.018,5906,NaN,4.40889,NaN,NaN,NaN,1.05,NaN,1.03,NaN,DWARF,1.208501,NaN,NaN,NaN,NaN,NaN,156,0.1957818,,0.000161741952697346,knownplanet
1701,Kepler-1419,19h29m01.11s,292.254635,+37d58m17.1s,37.97142,305.10943,58.728178,137548281,292.254632,37.971417,-5.37602,-6.98692,15.147,STAR,2mass,0.0137522846752016,20180610,2.16341,2.16366,NaN,NaN,16.492,0.069,15.96,0.229,17.6506,0.0115741,16.2264,0.00342818,15.6783,0.00349921,15.4712,0.00399107,15.3702,0.0055093,14.507,0.03,14.172,0.034,14.081,0.067,14.074,0.028,14.307,0.044,12.736,NaN,8.751,NaN,15.622,0.00220085,0.02,5796,NaN,4.43411,NaN,NaN,NaN,1.01,NaN,1.01,NaN,DWARF,1.037172,NaN,NaN,NaN,NaN,NaN,266,0.2697091,,7.40492626080826E-05,knownplanet
3131,Kepler-752,19h29m04.35s,292.268128,+37d57m20.4s,37.955654,305.120224,58.710003,137548225,292.268125,37.955651,2.61685,10.2099,15.122,STAR,2mass,0.0137534166034088,20180610,2.10887,2.10902,NaN,NaN,16.622,0.069,15.864,0.172,17.8413,0.0127448,16.275,0.00344523,15.6816,0.0034882,15.4429,0.0040015,15.3435,0.00545475,14.459,0.029,14.014,0.033,13.939,0.059,13.89,0.026,14.003,0.041,12.631,NaN,9.307,NaN,15.614,0.00219026,0.02,5373,NaN,4.53979,NaN,NaN,NaN,0.83,NaN,0.87,NaN,DWARF,0.5172712,NaN,NaN,NaN,NaN,NaN,267,0.4675713,,0.000100855309107423,knownplanet
1803,Kepler-15,19h44m48.14s,296.200595,+49d08m24.4s,49.140125,320.546361,68.032341,27774415,296.20059,49.140123,-10.8285,-5.50498,13.18,STAR,2mass,0.0138025201000079,20180610,2.08007,2.08007,NaN,NaN,14.662,0.016,13.81,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.578,0.027,12.282,0.031,12.216,0.028,11.941,0.023,11.985,0.021,11.84,0.161,8.974,NaN,13.6255,0.000751346,0.019,5515,NaN,4.45576,NaN,NaN,NaN,0.99,NaN,1.02,NaN,DWARF,0.8168591,NaN,844.5,NaN,NaN,NaN,179,0.07425003,,0.000482994959859993,knownplanet
3688,WASP-66,10h32m53.99s,158.224966,-34d59m23.4s,-34.989845,176.18465,-40.315984,53735810,158.224969,-34.989848,11.5742,-13.891,11.194,STAR,2mass,0.0139615914550398,20180610,0.944384,0.501299,2.00265,0.389726,11.999,0.208,11.605,0.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.719,0.022,10.496,0.024,10.452,0.022,10.4,0.024,10.426,0.021,10.374,0.067,8.444,NaN,11.5419,0.000345996,0.018,6580,NaN,4.0663,NaN,0.05,0.05,1.75,NaN,1.3,NaN,DWARF,5.172189,NaN,414.954,81.3439,0.0828508,NaN,87,0.02760754,,0.000454442524140774,knownplanet
