loc_rowid,pl_hostname,ra_str,ra,dec_str,dec,st_elon,st_elat,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,duplicate_id,priority,splist
7,1RXS J160929.1-210524,16h09m30.30s,242.376268,-21d04m58.9s,-21.083036,244.365684,-0.06841,48964101,242.376268,-21.083036,NaN,NaN,11.026,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,14.168,0.049,12.618,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.82,0.027,9.121,0.023,8.916,0.021,8.794,0.022,8.79,0.02,8.684,0.028,8.531,0.37,11.8954,0.0003,0.018,4060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.85,NaN,,NaN,NaN,NaN,NaN,0.288462,NaN,97,0.01429145,,0,knownplanet
16,2MASS J21402931+1625183 A,21h40m29.32s,325.122159,+16d25m18.3s,16.421759,333.590507,28.526095,301728657,325.122159,16.421759,NaN,NaN,14.69,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,50,21.5491,0.0586894,19.7244,0.0222215,16.8302,0.00511099,15.1339,0.00496446,12.94,0.033,12.266,0.04,11.826,0.031,11.375,0.022,11.135,0.02,10.687,0.096,8.971,NaN,NaN,NaN,1,2300,NaN,5.18316,NaN,NaN,NaN,0.12,NaN,0.08,NaN,,0.0003630517,NaN,NaN,NaN,0.122475,NaN,53,0.2193466,,0.00180442471934216,knownplanet
12,2MASS J02192210-3925225,02h19m22.11s,34.842106,-39d25m22.5s,-39.422928,13.508497,-49.30478,77111651,34.842106,-39.422928,NaN,NaN,13.492,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,18.549,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.381,0.026,10.811,0.027,10.404,0.025,10.148,0.023,9.901,0.02,9.614,0.037,9.001,NaN,NaN,NaN,0.175,3064,NaN,4.58551,NaN,NaN,NaN,0.28,NaN,0.11,NaN,,0.006225379,NaN,NaN,NaN,0.0138822,NaN,16,6.464617E-06,,0.0018099594279491,knownplanet
13,2MASS J04414489+2301513,04h41m44.90s,70.437073,+23d01m51.4s,23.030941,72.050227,0.80244,118893899,70.437073,23.030941,NaN,NaN,17.078,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.419,0.026,13.726,0.029,13.161,0.025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.7136,0.0226887,0.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,79,14.56426,,0,knownplanet
50,BD+48 738,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,54.573323,32.030243,302069358,40.710224,49.58696,2,-7.5,8.07,STAR,2mass,0,20180610,1.4,1.3,NaN,NaN,10.352,0.036,9.139,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.704,0.021,6.077,0.047,5.904,0.018,5.887,0.103,5.831,0.052,5.854,0.016,5.746,0.043,NaN,NaN,0.347,4414,NaN,2.22487,NaN,NaN,NaN,11,NaN,0.74,NaN,GIANT,41.3818,NaN,NaN,NaN,NaN,NaN,133,0.006160641,,0.000151654426119814,knownplanet
62,CHXR 73,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,238.71138,-66.332993,454291479,166.619893,-77.625877,NaN,NaN,14.424,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.674,0.028,11.317,0.024,10.703,0.023,10.275,0.169,10.201,0.02,10.108,0.051,9.406,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.35,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,42,0.01444187,,0,knownplanet
68,CoRoT-13,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,104.369342,-27.893388,281909674,102.721137,-5.086445,-2.06661,-13.7179,14.347,STAR,2mass,0,20180610,2.16054,2.16054,NaN,NaN,15.21,0.108,15.005,0.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.71,0.024,13.406,0.029,13.376,0.039,13.17,0.025,13.217,0.03,12.615,NaN,8.946,NaN,14.8188,0.00138839,0.018,5945,NaN,4.46721,NaN,NaN,NaN,1.01,NaN,1.09,NaN,DWARF,1.148008,NaN,1357.41,NaN,NaN,NaN,242,0.3382575,,9.83588394729999E-05,knownplanet
69,CoRoT-14,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,105.210636,-28.269246,282706928,103.424211,-5.536037,-0.772672,0.809924,15.112,STAR,2mass,0,20180610,2.16054,2.16054,NaN,NaN,17.011,0.16,15.932,0.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.321,0.036,14.007,0.047,13.806,0.053,13.679,0.025,13.729,0.039,12.03,0.363,9.14,NaN,15.6968,0.00230363,0.021,6035,NaN,4.32594,NaN,NaN,NaN,1.21,NaN,1.13,NaN,DWARF,1.749744,NaN,NaN,NaN,NaN,NaN,189,0.09696122,,3.88620133562048E-05,knownplanet
70,CoRoT-16,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,278.876385,17.174411,218299481,278.524691,-6.002595,NaN,NaN,14.619,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,17.417,0.103,16.052,0.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.496,0.029,12.98,0.03,12.847,0.037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.078,5650,NaN,4.32873,NaN,NaN,NaN,1.19,NaN,1.1,NaN,,1.300117,NaN,NaN,NaN,NaN,NaN,883,0.7444987,,5.37255254660769E-05,knownplanet
66,CoRoT-11,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,282.166083,28.926737,110178537,280.687263,5.937688,NaN,NaN,11.987,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,13.529,0.029,12.897,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.589,0.021,11.416,0.029,11.248,0.022,11.173,0.022,11.265,0.021,11.47,0.206,9.198,NaN,12.6185,0.0005,0.113,6440,NaN,4.26879,NaN,0.04,0.03,1.37,NaN,1.27,NaN,,2.908569,NaN,NaN,NaN,NaN,NaN,510,1.445533,,0.0002973624645553,knownplanet
1096,KELT-15,07h49m39.61s,117.415037,-52d07m13.6s,-52.120453,146.643331,-70.216639,268644785,117.415037,-52.120453,-7.62534,-1.65826,10.667,STAR,2mass,0,20180610,1.39836,1.10397,2.70309,0.306924,11.809,0.166,11.39,0.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.205,0.024,9.919,0.023,9.854,0.025,9.787,0.023,9.817,0.02,9.787,0.037,9.238,NaN,11.0048,0.000345996,0.018,6003,NaN,4.16979,NaN,NaN,NaN,1.48,NaN,1.18,NaN,DWARF,2.562663,NaN,369.9471,NaN,NaN,NaN,144,0.06196262,,0.0014005385460525,knownplanet
1111,KIC 10001893,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,303.635478,68.402799,158488181,287.389188,46.984489,NaN,NaN,15.229,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,15.073,0.109,15.829,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.363,0.103,15.706,NaN,16.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9,27500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,134,0.5725842,,0,knownplanet;hotsdwrf
1112,KIC 10001893,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,303.635478,68.402799,158488181,287.389188,46.984489,NaN,NaN,15.229,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,15.073,0.109,15.829,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.363,0.103,15.706,NaN,16.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9,27500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,134,0.5725842,,0,knownplanet;hotsdwrf
1113,KIC 10001893,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,303.635478,68.402799,158488181,287.389188,46.984489,NaN,NaN,15.229,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,15.073,0.109,15.829,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.363,0.103,15.706,NaN,16.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9,27500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,134,0.5725842,,0,knownplanet;hotsdwrf
1127,KOI-217,19h39m27.72s,294.865505,+46d17m09.1s,46.285854,315.281038,65.861309,271354351,294.865505,46.285854,NaN,NaN,14.538,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,15.287,0.066,15.257,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.927,0.027,13.55,0.023,13.469,0.04,13.311,0.023,13.395,0.024,13.313,NaN,9.671,NaN,14.9904,0.0015,0.019,5545,NaN,4.54715,NaN,NaN,NaN,0.86,NaN,0.95,NaN,,0.629938,NaN,NaN,NaN,NaN,NaN,170,1.360475,,0.000174016732704477,knownplanet
1128,KOI-351,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,300.333344,71.227731,267667295,284.433492,49.305161,-4.17719,-2.29719,13.293,STAR,2mass,0,20180610,2.19653,2.19656,NaN,NaN,14.604,-0.009,13.883,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.79,0.029,12.531,0.033,12.482,0.024,12.438,0.023,12.476,0.023,12.513,0.277,9.588,NaN,13.6628,0.000765264,0.02,6080,NaN,4.35925,NaN,NaN,NaN,1.2,NaN,1.2,NaN,DWARF,1.772848,NaN,868.929,NaN,0.0475626,NaN,81,0.01031059,,0.000367035827786477,knownplanet
1129,KOI-351,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,300.333344,71.227731,267667295,284.433492,49.305161,-4.17719,-2.29719,13.293,STAR,2mass,0,20180610,2.19653,2.19656,NaN,NaN,14.604,-0.009,13.883,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.79,0.029,12.531,0.033,12.482,0.024,12.438,0.023,12.476,0.023,12.513,0.277,9.588,NaN,13.6628,0.000765264,0.02,6080,NaN,4.35925,NaN,NaN,NaN,1.2,NaN,1.2,NaN,DWARF,1.772848,NaN,868.929,NaN,0.0475626,NaN,81,0.01031059,,0.000367035827786477,knownplanet
1130,KOI-351,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,300.333344,71.227731,267667295,284.433492,49.305161,-4.17719,-2.29719,13.293,STAR,2mass,0,20180610,2.19653,2.19656,NaN,NaN,14.604,-0.009,13.883,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.79,0.029,12.531,0.033,12.482,0.024,12.438,0.023,12.476,0.023,12.513,0.277,9.588,NaN,13.6628,0.000765264,0.02,6080,NaN,4.35925,NaN,NaN,NaN,1.2,NaN,1.2,NaN,DWARF,1.772848,NaN,868.929,NaN,0.0475626,NaN,81,0.01031059,,0.000367035827786477,knownplanet
1131,KOI-351,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,300.333344,71.227731,267667295,284.433492,49.305161,-4.17719,-2.29719,13.293,STAR,2mass,0,20180610,2.19653,2.19656,NaN,NaN,14.604,-0.009,13.883,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.79,0.029,12.531,0.033,12.482,0.024,12.438,0.023,12.476,0.023,12.513,0.277,9.588,NaN,13.6628,0.000765264,0.02,6080,NaN,4.35925,NaN,NaN,NaN,1.2,NaN,1.2,NaN,DWARF,1.772848,NaN,868.929,NaN,0.0475626,NaN,81,0.01031059,,0.000367035827786477,knownplanet
1132,KOI-351,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,300.333344,71.227731,267667295,284.433492,49.305161,-4.17719,-2.29719,13.293,STAR,2mass,0,20180610,2.19653,2.19656,NaN,NaN,14.604,-0.009,13.883,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.79,0.029,12.531,0.033,12.482,0.024,12.438,0.023,12.476,0.023,12.513,0.277,9.588,NaN,13.6628,0.000765264,0.02,6080,NaN,4.35925,NaN,NaN,NaN,1.2,NaN,1.2,NaN,DWARF,1.772848,NaN,868.929,NaN,0.0475626,NaN,81,0.01031059,,0.000367035827786477,knownplanet
1133,KOI-351,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,300.333344,71.227731,267667295,284.433492,49.305161,-4.17719,-2.29719,13.293,STAR,2mass,0,20180610,2.19653,2.19656,NaN,NaN,14.604,-0.009,13.883,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.79,0.029,12.531,0.033,12.482,0.024,12.438,0.023,12.476,0.023,12.513,0.277,9.588,NaN,13.6628,0.000765264,0.02,6080,NaN,4.35925,NaN,NaN,NaN,1.2,NaN,1.2,NaN,DWARF,1.772848,NaN,868.929,NaN,0.0475626,NaN,81,0.01031059,,0.000367035827786477,knownplanet
1134,KOI-351,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,300.333344,71.227731,267667295,284.433492,49.305161,-4.17719,-2.29719,13.293,STAR,2mass,0,20180610,2.19653,2.19656,NaN,NaN,14.604,-0.009,13.883,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.79,0.029,12.531,0.033,12.482,0.024,12.438,0.023,12.476,0.023,12.513,0.277,9.588,NaN,13.6628,0.000765264,0.02,6080,NaN,4.35925,NaN,NaN,NaN,1.2,NaN,1.2,NaN,DWARF,1.772848,NaN,868.929,NaN,0.0475626,NaN,81,0.01031059,,0.000367035827786477,knownplanet
1135,KOI-351,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,300.333344,71.227731,267667295,284.433492,49.305161,-4.17719,-2.29719,13.293,STAR,2mass,0,20180610,2.19653,2.19656,NaN,NaN,14.604,-0.009,13.883,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.79,0.029,12.531,0.033,12.482,0.024,12.438,0.023,12.476,0.023,12.513,0.277,9.588,NaN,13.6628,0.000765264,0.02,6080,NaN,4.35925,NaN,NaN,NaN,1.2,NaN,1.2,NaN,DWARF,1.772848,NaN,868.929,NaN,0.0475626,NaN,81,0.01031059,,0.000367035827786477,knownplanet
1122,KOI-12,19h49m48.90s,297.453731,+41d00m39.6s,41.010991,314.555477,60.274257,169461816,297.453731,41.010991,4.28213,3.17844,10.889,STAR,2mass,0,20180610,3.52986,1.236,2.17201,0.62657,11.731,0.173,11.51,0.014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.461,0.02,10.287,0.022,10.234,0.018,10.189,0.023,10.198,0.02,10.015,0.042,9.201,NaN,11.2018,0.000345996,0.017,6820,NaN,4.17542,NaN,NaN,NaN,1.63,NaN,1.45,NaN,DWARF,5.178541,NaN,465.323,NaN,NaN,NaN,360,0.3283503,,0.000788089971398823,knownplanet
1150,Kepler-1001,19h05m05.73s,286.273871,+48d37m07.3s,48.618706,303.138795,70.191916,405719252,286.273871,48.618706,3.15428,-0.964685,14.747,STAR,2mass,0,20180610,2.1959,2.1959,NaN,NaN,16.453,0.069,15.582,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.109,0.029,13.718,0.038,13.662,0.043,13.594,0.024,13.625,0.027,13.013,0.449,9.582,NaN,15.2197,0.00173642,0.02,5491,NaN,4.50371,NaN,NaN,NaN,0.88,NaN,0.9,NaN,DWARF,0.6342578,NaN,NaN,NaN,NaN,NaN,91,0.0140531,,0.000169526915567891,knownplanet
1161,Kepler-1010,19h16m46.23s,289.192636,+44d08m57.6s,44.149326,304.387247,65.313486,158989909,289.192636,44.149326,NaN,NaN,14.03,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,15.971,0.056,14.964,0.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.293,0.021,12.878,0.021,12.771,0.024,12.743,0.024,12.779,0.024,12.378,NaN,8.732,NaN,14.5757,0.0012,0.017,5253,NaN,4.5453,NaN,NaN,NaN,0.82,NaN,0.86,NaN,,0.4612666,NaN,NaN,NaN,NaN,NaN,133,0.05825033,,0.000306063814878188,knownplanet
1180,Kepler-1023,19h16m07.14s,289.029742,+49d46m10.9s,49.769707,309.386601,70.617603,299154193,289.029742,49.769707,NaN,NaN,13.486,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,NaN,NaN,13.756,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.243,0.027,12.897,0.029,12.762,0.03,12.716,0.023,12.789,0.024,12.984,0.455,9.573,NaN,13.6497,0.0008,0.019,5494,NaN,4.50813,NaN,NaN,NaN,0.89,NaN,0.93,NaN,,0.6501736,NaN,NaN,NaN,0.0922,NaN,99,0.02761991,,0.000483668755847417,knownplanet
1181,Kepler-1024,19h27m48.24s,291.950991,+38d15m06.1s,38.251698,304.823981,59.065654,137349536,291.950991,38.251698,NaN,NaN,15.197,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,16.234,0.071,16.272,0.24,18.5219,0.0183977,16.6632,0.00385271,15.9662,0.00357771,15.729,0.00385283,15.5674,0.00590195,14.589,0.036,14.053,0.041,14.05,0.067,13.828,0.026,13.885,0.035,12.887,NaN,9.26,NaN,15.6475,0.0022,0.022,5143,NaN,4.56272,NaN,NaN,NaN,0.78,NaN,0.81,NaN,,0.3834864,NaN,NaN,NaN,NaN,NaN,219,0.5206341,,0.000104155377270451,knownplanet
1196,Kepler-1037,19h45m21.85s,296.341029,+47d10m15.1s,47.170856,318.461448,66.234718,272282253,296.341029,47.170856,NaN,NaN,13.567,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,14.573,0.041,14.475,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.821,0.028,12.327,0.02,12.248,0.024,12.207,0.033,12.275,0.034,12.49,0.349,9.052,NaN,14.1199,0.000961976,0.019,5105,NaN,4.56805,NaN,NaN,NaN,0.78,NaN,0.82,NaN,,0.3722776,NaN,NaN,NaN,NaN,NaN,215,0.4082965,,0.000470007749219524,knownplanet
1217,Kepler-1051,19h40m37.95s,295.158106,+40d53m55.9s,40.898849,311.183123,60.790798,138968338,295.158106,40.898849,NaN,NaN,12.698,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,12.877,0.06,13.212,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.221,0.021,11.993,0.023,12.01,0.025,11.949,0.051,11.994,0.047,12.218,NaN,9.204,NaN,13.0481,0.000567746,0.018,6675,NaN,4.11767,NaN,-0.121,0.405,1.73,NaN,1.43,NaN,,5.352935,NaN,811.484,NaN,NaN,NaN,264,1.721145,,0.000208013570542975,knownplanet
1222,Kepler-1056,19h58m06.24s,299.52598,+46d53m57.3s,46.899261,322.859167,65.012482,268935452,299.52598,46.899261,-3.16069,-0.506513,13.941,STAR,2mass,0,20180610,2.14747,2.14747,NaN,NaN,15.426,0.069,14.772,0.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.242,0.029,12.895,0.033,12.827,0.019,12.826,0.024,12.847,0.025,12.785,NaN,9.552,NaN,14.4595,0.00114615,0.019,6127,NaN,4.32928,NaN,NaN,NaN,1.2,NaN,1.12,NaN,DWARF,1.828305,NaN,1019.97,NaN,NaN,NaN,263,0.3566518,,0.000179748174320891,knownplanet
1235,Kepler-1065,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,308.849444,58.968288,378012771,294.511258,38.790501,6.9034,-0.7565,14.883,STAR,2mass,0,20180610,2.16284,2.16284,NaN,NaN,15.002,0.067,15.744,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.178,0.035,13.802,0.034,13.671,0.05,13.644,0.024,13.794,0.029,12.856,NaN,9.429,NaN,15.405,0.00193337,0.021,5635,NaN,4.47459,NaN,NaN,NaN,0.93,NaN,0.94,NaN,DWARF,0.7856629,NaN,NaN,NaN,NaN,NaN,280,0.7881662,,0.000103664401335467,knownplanet
1236,Kepler-1065,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,308.849444,58.968288,378012771,294.511258,38.790501,6.9034,-0.7565,14.883,STAR,2mass,0,20180610,2.16284,2.16284,NaN,NaN,15.002,0.067,15.744,0.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.178,0.035,13.802,0.034,13.671,0.05,13.644,0.024,13.794,0.029,12.856,NaN,9.429,NaN,15.405,0.00193337,0.021,5635,NaN,4.47459,NaN,NaN,NaN,0.93,NaN,0.94,NaN,DWARF,0.7856629,NaN,NaN,NaN,NaN,NaN,280,0.7881662,,0.000103664401335467,knownplanet
2996,Kepler-635,19h19m05.58s,289.773247,+40d48m02.6s,40.800724,303.045706,61.99036,394174221,289.773247,40.800724,-1.45729,-3.27581,12.78,STAR,2mass,0,20180610,2.13619,2.13619,NaN,NaN,14.101,0.021,13.36,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.235,0.028,11.959,0.032,11.903,0.024,11.887,0.022,11.915,0.022,12.128,0.273,8.784,NaN,13.1826,0.000605661,0.019,6174,NaN,4.20433,NaN,NaN,NaN,1.51,NaN,1.33,NaN,DWARF,2.984799,NaN,590.909,NaN,NaN,NaN,159,0.09586196,,0.000289455153970935,knownplanet
3007,Kepler-646,19h21m53.12s,290.471339,+44d23m13.5s,44.387085,306.643121,65.243052,159441621,290.471339,44.387085,NaN,NaN,13.183,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,14.835,0.024,14.026,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.525,0.023,12.139,0.02,12.089,0.016,12.06,0.023,12.096,0.022,12.157,0.277,8.941,NaN,13.6708,0.0008,0.018,5634,NaN,4.48883,NaN,NaN,NaN,0.91,NaN,0.93,NaN,,0.7517005,NaN,NaN,NaN,NaN,NaN,141,0.1219349,,0.000508992609481242,knownplanet
3030,Kepler-664,19h15m01.17s,288.754887,+48d13m34.3s,48.2262,307.20783,69.254921,299033092,288.754887,48.2262,0.566266,3.7287,14.963,STAR,2mass,0,20180610,2.17704,2.17705,NaN,NaN,16.621,0.074,15.663,0.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.366,0.033,14.064,0.047,13.952,0.047,13.932,0.024,14.003,0.031,13.078,NaN,9.621,NaN,15.4055,0.001934,0.021,5754,NaN,4.42555,NaN,NaN,NaN,1.02,NaN,1.01,NaN,DWARF,1.027483,NaN,NaN,NaN,NaN,NaN,107,0.06429708,,0.000109220875029014,knownplanet
3032,Kepler-666,19h53m49.64s,298.45684,+48d47m29.7s,48.791592,323.515787,67.018579,267989336,298.45684,48.791592,3.72269,2.3689,14.803,STAR,2mass,0,20180610,2.11914,2.11914,NaN,NaN,16.282,0.006,15.422,0.103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.199,0.029,13.853,0.043,13.807,0.041,13.813,0.025,13.86,0.03,13.007,NaN,9.347,NaN,15.2505,0.00176734,0.02,5887,NaN,4.40889,NaN,NaN,NaN,1.05,NaN,1.03,NaN,DWARF,1.193025,NaN,NaN,NaN,NaN,NaN,175,0.058507,,0.000113434746509278,knownplanet
3056,Kepler-686,19h00m51.31s,285.213807,+39d01m38.9s,39.027485,294.994835,61.153228,399794420,285.213807,39.027485,2.32151,-0.205662,14.969,STAR,2mass,0,20180610,2.12102,2.12102,NaN,NaN,16.403,0.074,16.02,0.126,17.409,0.00959617,16.0107,0.00317265,15.4612,0.0034481,15.2759,0.00380145,15.2294,0.00509017,14.35,0.039,13.941,0.044,13.917,0.057,13.835,0.025,13.823,0.03,12.613,NaN,8.869,NaN,15.4275,0.00195923,0.023,5649,NaN,4.48398,NaN,NaN,NaN,0.92,NaN,0.94,NaN,DWARF,0.7765272,NaN,NaN,NaN,NaN,NaN,106,0.2949288,,0.000104111669071545,knownplanet
3062,Kepler-690,19h37m57.58s,294.489906,+39d46m17.2s,39.771446,309.444601,59.901536,377918545,294.489906,39.771446,NaN,NaN,15.028,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,16.692,NaN,15.701,0.081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.412,0.036,14.113,0.054,14.106,0.074,13.846,0.025,13.99,0.039,12.379,NaN,9.426,NaN,15.4838,0.002,0.022,5913,NaN,4.35484,NaN,NaN,NaN,1.16,NaN,1.11,NaN,,1.481979,NaN,NaN,NaN,NaN,NaN,233,0.08024178,,6.8748772084058E-05,knownplanet
3080,Kepler-707,19h20m01.82s,290.00757,+42d06m59.3s,42.116459,304.251241,63.196268,159217349,290.00757,42.116459,-0.414799,-1.12652,14.342,STAR,2mass,0,20180610,2.11899,2.11899,NaN,NaN,15.834,0.066,15.022,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.604,0.021,13.106,0.018,13.004,0.023,13.046,0.025,13.096,0.028,12.679,0.403,9.432,NaN,14.8885,0.0014423,0.017,5099,NaN,4.57989,NaN,NaN,NaN,0.76,NaN,0.8,NaN,GIANT,0.3517725,NaN,NaN,NaN,NaN,NaN,150,0.1334334,,0.000250132795955459,knownplanet
3091,Kepler-717,19h31m51.73s,292.965535,+43d20m47.0s,43.34639,309.739786,63.651261,240183442,292.965535,43.34639,NaN,NaN,15.044,STAR,2mass,0,20180610,NaN,NaN,NaN,NaN,16.607,-0.058,15.756,0.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.43,0.034,13.966,0.043,13.996,0.06,13.891,0.027,13.971,0.034,13.134,NaN,9.011,NaN,15.4984,0.002,0.021,5485,NaN,4.52407,NaN,NaN,NaN,0.85,NaN,0.88,NaN,,0.5891679,NaN,NaN,NaN,NaN,NaN,163,0.2357201,,0.000116029111360995,knownplanet
