RA,DEC,TESSMAG,TEFF,PRIORITY,RADIUS,MASS,CONTRATIO,ECLONG,ECLAT,DIST,TICID,SPEC_LIST,dec,elat,elon,ra,sector_0,sector_1,sector_2,sector_3,sector_4,sector_5,sector_6,sector_7,sector_8,sector_9,sector_10,sector_11,sector_12,total_sectors_obsd
54.929654000000006,-52.915864,6.551,5927.0,0.0,,1.01,0.00124574269029,21.354693,-68.16062600000001,33.1733950432,206402844,knownplanet,-52.915864,-68.1606282704391,21.354723529372,54.929654000000006,0,0,1,1,0,0,0,0,0,0,0,0,0,2
35.383261,32.246138,11.685,5330.0,0.000671608504292,0.92,0.89,0.016400491285500002,43.813216,17.141023999999998,,285272237,knownplanet,32.246138,17.14102657896777,43.813214162576834,35.383261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.131139000000005,51.77876,11.224,6087.0,0.0006977359582260001,1.22,1.21,0.359332263956,50.240635,35.894104,329.137105351,250707118,knownplanet,51.77876,35.89410738366465,50.240629387431966,33.131139000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.833057000000004,-3.5606120000000003,6.221,5794.0,0.0,,1.12,0.0309006391558,35.251603,-17.813865,37.2943753992,251109533,knownplanet,-3.5606120000000003,-17.813864055170118,35.2516083371592,38.833057000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32.781778,2.418047,10.661,4910.0,0.0017643020714000004,0.76,0.84,0.00179309500903,31.418387,-10.16434,,270380593,knownplanet,2.418047,-10.164338803526219,31.41839105353103,32.781778,0,0,0,1,0,0,0,0,0,0,0,0,0,1
58.955971999999996,-65.18674200000001,7.2520000000000024,6160.0,0.0162325767402,1.18,1.09,0.00019028492263299998,351.804303,-77.370163,56.8290730096,237933846,knownplanet,-65.18674200000001,-77.37016977491088,351.8043456196947,58.955971999999996,1,1,0,1,0,0,1,1,0,1,1,0,1,7
31.042844,46.687837,10.725,6269.0,0.0010019461900199998,1.22,,0.021132051840699998,46.251645,31.794519,264.084361685,292152376,knownplanet,46.687837,31.794521849515714,46.25163957783719,31.042844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.197387,43.773004,7.01,5829.0,0.005142153368770001,1.23,1.02,0.00262064091169,47.313866,28.247473,46.7492896053,292851928,knownplanet,43.773004,28.247476389241946,47.31386241181925,34.197387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.818043,-23.819696,11.164000000000001,6153.0,0.0007794235776480001,1.25,1.25,0.00809946530054,42.581803,-41.334699,318.627306469,257567854,knownplanet,-23.819696,-41.33469713764087,42.581814469457704,52.818043,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43.688072999999996,-10.89808,11.008,5400.0,0.00135723074823,0.84,0.89,0.02566404305,37.613812,-26.312299,183.574427248,382391899,knownplanet,-10.89808,-26.312297824766254,37.61381948485517,43.688072999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42.435301,71.753218,7.608,6100.0,0.00434526190236,1.44,1.24,0.00317333818356,67.987904,51.934671,79.8196889471,302773669,knownplanet,71.753218,51.934677418760614,67.98789367491074,42.435301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.933440000000004,-65.19385600000001,11.547,5650.0,0.00167142608568,1.2,1.02,0.045780203223699995,349.819048,-76.18589200000002,,388104525,knownplanet,-65.19385600000001,-76.18589933478668,349.8190836870194,55.933440000000004,1,1,1,1,0,0,1,0,0,1,0,0,0,6
54.84851999999999,-60.077849,7.985,,0.0,,1.13,4.99880938136e-05,5.85364,-73.219995,93.3894202624,311924816,knownplanet,-60.077849,-73.21999974556888,5.853675505035183,54.84851999999999,0,1,1,1,0,0,0,0,0,0,0,0,0,3
39.25790900000001,42.062593,6.7010000000000005,6022.0,0.0,,1.34,0.0127258992868,50.507011,25.326808,58.3472589687,422922274,knownplanet,42.062593,25.326811870660922,50.50700778917934,39.25790900000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.255912,13.519371,11.133,5926.0,0.000546917473286,1.28,1.06,0.00912491241195,56.144417000000004,-5.930116,,435339558,knownplanet,13.519371,-5.930111550222437,56.14441981940952,55.255912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.59569200000001,17.476369000000002,6.865,5853.0,0.0,,1.18,0.000444869594116,59.225007999999995,-2.5680009999999998,45.8418827783,456863621,knownplanet,17.476369000000002,-2.5679959491730915,59.22501039317253,57.59569200000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.611386,2.815847,7.605,5920.0,0.0,,1.01,2.95932299629e-05,29.491475,-9.046516,48.7155957976,419940916,knownplanet,2.815847,-9.046516253011605,29.491478167902795,30.611386,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36.712769,37.550477,7.871,7430.0,0.00321607534788,1.44,1.5,0.028860247542699998,46.81989,21.75526,117.526055355,129979528,knownplanet,37.550477,21.755263193958577,46.81988760314571,36.712769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.341885999999995,22.299366,12.466,5425.0,0.0,0.84,0.9,0.583804061343,55.51633,3.254845,,26017005,knownplanet,22.299366,3.254849053696143,55.51633199950099,52.341885999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.228421,12.572655000000001,11.2,4970.0,0.0011488767498,0.76,0.8,0.00282804362721,55.90079100000001,-6.8457419999999995,,435339847,knownplanet,12.572655000000001,-6.845737416456919,55.90079367243077,55.228421,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49.562227,-41.302145,11.664000000000001,5310.0,0.00134339566522,0.8,0.92,0.00865328631166,28.270993,-56.408685,,159951311,knownplanet,-41.302145,-56.40868593255025,28.271012473003598,49.562227,0,0,1,1,0,0,0,0,0,0,0,0,0,2
58.42880400000001,-34.328198,12.315,5473.0,0.00098143144823,0.74,0.81,0.00170623083157,44.25148,-52.87024399999999,,166833457,knownplanet,-34.328198,-52.87024079024005,44.25149579447368,58.42880400000001,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37.155148,-7.060682000000001,9.502,5500.0,0.002955135167,0.95,1.0,0.000123808731499,32.352546000000004,-20.560916,100.96806865100001,1129033,knownplanet,-7.060682000000001,-20.560915714313445,32.35255254821464,37.155148,0,0,0,1,0,0,0,0,0,0,0,0,0,1
55.206416000000004,31.826239,7.9013399999999985,5027.0,0.0,,0.75,9.15148037568e-05,60.29819300000001,11.904591,31.413311964600002,101166776,knownplanet,31.826239,11.904597418116355,60.29819227384458,55.206416000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
